 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,12,5,2,4,6,16
01:00 - 02:00,2,4,6,8,2,9,11
02:00 - 03:00,1,6,3,6,4,2,5
03:00 - 04:00,1,5,1,1,2,1,1
04:00 - 05:00,4,10,6,4,3,1,3
05:00 - 06:00,7,11,8,8,8,5,2
06:00 - 07:00,4,8,4,1,20,7,4
07:00 - 08:00,6,8,4,6,61,0,2
08:00 - 09:00,1,0,2,1,3,1,2
09:00 - 10:00,0,2,2,1,0,3,1
10:00 - 11:00,2,1,6,1,0,1,4
11:00 - 12:00,0,2,5,0,1,2,1
12:00 - 13:00,0,1,0,2,1,1,1
13:00 - 14:00,0,4,0,1,2,3,0
14:00 - 15:00,2,2,0,0,3,0,2
15:00 - 16:00,2,2,1,1,2,1,6
16:00 - 17:00,1,0,2,4,4,2,8
17:00 - 18:00,9,1,7,4,4,2,8
18:00 - 19:00,2,1,5,3,4,6,1
19:00 - 20:00,9,5,10,6,14,2,1
20:00 - 21:00,3,6,4,6,6,3,1
21:00 - 22:00,10,3,5,14,7,1,2
22:00 - 23:00,6,6,2,9,7,5,7
23:00 - 00:00,7,6,9,11,4,9,5
