 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00 - 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00 - 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00 - 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00 - 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:00 - 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:00 - 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:00 - 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:00 - 09:00,0.49,2.45,0.49,0.74,1.23,0.0,0.0
09:00 - 10:00,1.72,0.98,1.96,0.98,2.45,0.0,0.0
10:00 - 11:00,1.23,2.21,1.96,0.98,1.47,0.0,0.0
11:00 - 12:00,1.72,2.21,2.21,3.19,1.96,0.0,0.0
12:00 - 13:00,0.98,1.47,0.98,1.47,2.7,0.0,0.0
13:00 - 14:00,3.92,2.7,1.23,0.98,1.23,0.0,0.0
14:00 - 15:00,1.23,1.72,2.45,1.96,1.96,0.0,0.0
15:00 - 16:00,1.72,2.7,3.68,4.17,1.72,0.0,0.0
16:00 - 17:00,4.9,0.74,0.74,3.92,0.98,0.0,0.0
17:00 - 18:00,0.0,1.72,0.98,0.25,0.25,0.0,0.0
18:00 - 19:00,0.0,1.23,0.49,0.74,0.25,0.0,0.0
19:00 - 20:00,0.98,0.49,0.74,0.74,0.25,0.0,0.0
20:00 - 21:00,1.23,0.74,0.74,0.49,0.49,0.25,0.0
21:00 - 22:00,0.25,0.0,0.0,0.49,1.23,0.0,0.0
22:00 - 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.25
23:00 - 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
