 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.09,0.09,0.09,0.09,0.09,0.0
01:00 - 02:00,0.68,0.6,0.43,0.6,0.17,0.09,0.0
02:00 - 03:00,0.26,0.17,1.71,0.17,0.09,0.34,0.0
03:00 - 04:00,0.26,0.26,0.6,0.17,0.6,0.0,0.09
04:00 - 05:00,0.17,0.17,0.0,0.0,0.17,0.34,0.0
05:00 - 06:00,0.0,0.09,0.09,0.0,0.0,0.0,0.0
06:00 - 07:00,0.09,0.09,0.26,0.0,0.17,0.0,0.0
07:00 - 08:00,0.34,0.26,0.26,0.09,0.09,0.0,0.09
08:00 - 09:00,0.0,0.34,0.34,0.26,0.09,0.0,0.0
09:00 - 10:00,0.0,3.08,0.09,0.43,0.0,0.0,0.0
10:00 - 11:00,0.26,0.09,0.09,0.0,0.0,0.0,0.0
11:00 - 12:00,0.09,0.34,0.68,0.0,0.0,0.0,0.0
12:00 - 13:00,0.6,0.43,0.17,0.17,0.26,0.0,0.0
13:00 - 14:00,1.62,0.77,0.94,1.03,0.85,0.0,0.0
14:00 - 15:00,1.54,1.11,1.37,1.2,0.94,0.0,0.0
15:00 - 16:00,3.16,1.45,1.71,0.94,1.2,0.0,0.0
16:00 - 17:00,6.15,2.05,0.68,1.88,0.94,0.0,0.0
17:00 - 18:00,4.02,1.37,2.74,1.11,1.54,0.0,0.0
18:00 - 19:00,2.05,0.68,1.97,1.79,1.97,0.0,0.0
19:00 - 20:00,0.85,2.65,1.03,2.05,0.85,0.09,0.0
20:00 - 21:00,0.85,1.88,0.77,2.14,1.62,0.0,0.26
21:00 - 22:00,0.77,0.85,0.68,2.14,8.72,0.0,0.34
22:00 - 23:00,0.34,0.17,0.51,0.26,0.09,0.0,0.26
23:00 - 00:00,0.17,0.0,0.6,0.0,0.0,0.09,0.0
