 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,9,22,0,3,1,2
01:00 - 02:00,13,2,19,4,0,0,0
02:00 - 03:00,6,0,19,4,6,0,0
03:00 - 04:00,1,3,18,9,4,1,0
04:00 - 05:00,0,0,14,0,1,0,3
05:00 - 06:00,0,0,3,0,0,1,1
06:00 - 07:00,1,24,2,0,1,0,0
07:00 - 08:00,1,4,0,1,0,0,0
08:00 - 09:00,0,0,3,3,0,0,0
09:00 - 10:00,2,8,4,4,1,0,0
10:00 - 11:00,4,1,3,0,1,0,0
11:00 - 12:00,4,1,29,11,0,0,0
12:00 - 13:00,2,1,2,1,1,0,0
13:00 - 14:00,32,6,7,5,6,0,0
14:00 - 15:00,52,10,8,16,6,0,0
15:00 - 16:00,63,13,9,10,20,4,0
16:00 - 17:00,64,13,28,19,12,0,0
17:00 - 18:00,70,13,17,20,26,0,0
18:00 - 19:00,19,16,29,18,10,0,0
19:00 - 20:00,14,12,22,40,10,0,0
20:00 - 21:00,5,47,15,22,28,0,1
21:00 - 22:00,7,16,17,20,8,0,0
22:00 - 23:00,4,3,1,3,3,0,0
23:00 - 00:00,6,26,0,21,13,0,4
