 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,1.48,1.06,0.53,0.85,0.63,0.11
01:00 - 02:00,0.0,0.63,1.06,0.74,1.06,0.42,0.21
02:00 - 03:00,0.0,1.27,2.01,0.85,0.53,0.53,0.32
03:00 - 04:00,0.0,0.95,2.43,2.85,1.06,0.74,0.32
04:00 - 05:00,0.21,0.74,1.06,1.27,0.63,0.53,0.11
05:00 - 06:00,0.21,1.16,1.27,0.95,0.21,1.06,0.11
06:00 - 07:00,0.0,1.9,1.48,1.16,1.69,0.85,0.0
07:00 - 08:00,0.0,0.95,1.06,1.06,0.74,1.8,0.21
08:00 - 09:00,0.0,0.95,1.16,0.85,0.42,1.69,0.0
09:00 - 10:00,0.32,0.74,0.53,0.85,0.53,1.16,0.11
10:00 - 11:00,0.32,0.85,0.53,0.42,0.63,1.16,0.0
11:00 - 12:00,1.06,0.85,0.42,0.74,0.63,0.74,0.21
12:00 - 13:00,0.21,0.74,0.32,0.42,0.85,0.42,0.0
13:00 - 14:00,0.32,0.95,0.21,0.32,0.85,0.85,0.0
14:00 - 15:00,0.95,0.74,0.95,0.21,1.27,0.95,0.11
15:00 - 16:00,0.11,0.21,0.53,0.21,0.11,0.21,0.11
16:00 - 17:00,0.21,0.53,0.53,0.11,0.53,0.32,0.0
17:00 - 18:00,0.42,0.11,0.53,0.32,0.74,0.0,0.0
18:00 - 19:00,0.95,0.42,0.32,0.11,0.74,0.0,0.0
19:00 - 20:00,1.06,0.21,0.42,0.32,0.53,0.0,0.0
20:00 - 21:00,0.74,0.42,0.42,0.21,0.74,0.11,0.0
21:00 - 22:00,0.63,0.74,0.63,0.53,0.74,0.11,0.0
22:00 - 23:00,0.53,0.95,1.16,0.63,0.74,0.11,0.0
23:00 - 00:00,0.63,1.16,0.85,0.53,1.16,0.11,0.0
