 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.24,0.45,0.72,0.48,0.75,0.46,0.23
01:00 - 02:00,0.33,0.59,0.7,0.51,0.67,0.27,0.19
02:00 - 03:00,0.34,0.64,0.63,0.44,0.61,0.26,0.06
03:00 - 04:00,0.3,0.48,0.52,0.55,0.59,0.29,0.11
04:00 - 05:00,0.27,0.37,0.52,0.34,0.41,0.28,0.11
05:00 - 06:00,0.15,0.37,0.2,0.33,0.37,0.21,0.09
06:00 - 07:00,0.2,0.39,0.26,0.42,0.3,0.11,0.13
07:00 - 08:00,0.28,0.37,0.35,0.43,0.33,0.15,0.12
08:00 - 09:00,0.3,0.53,0.5,0.46,0.19,0.27,0.15
09:00 - 10:00,0.43,0.6,0.7,0.61,0.32,0.13,0.11
10:00 - 11:00,0.55,0.46,0.79,0.53,0.31,0.11,0.29
11:00 - 12:00,0.77,0.54,0.86,0.77,0.31,0.31,0.2
12:00 - 13:00,1.64,0.84,0.94,0.95,0.5,0.13,0.28
13:00 - 14:00,1.71,1.12,1.0,0.94,0.75,0.26,0.22
14:00 - 15:00,1.23,1.36,1.24,1.12,0.85,0.38,0.21
15:00 - 16:00,1.16,1.32,1.15,1.3,0.99,0.36,0.36
16:00 - 17:00,1.49,1.25,1.13,1.25,0.77,0.47,0.29
17:00 - 18:00,1.1,1.13,1.07,1.08,0.68,0.4,0.5
18:00 - 19:00,1.04,1.04,1.03,1.05,0.72,0.32,0.38
19:00 - 20:00,0.89,0.88,1.03,1.02,0.6,0.33,0.28
20:00 - 21:00,1.05,1.03,0.93,0.78,0.87,0.72,0.65
21:00 - 22:00,1.02,0.9,1.04,0.77,0.95,0.69,0.6
22:00 - 23:00,0.78,0.72,0.68,0.87,0.72,0.43,0.24
23:00 - 00:00,0.59,0.62,0.64,0.55,0.57,0.44,0.25
