 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2.11,0.18,1.23,0.18,1.23,1.05,0.7
01:00 - 02:00,1.05,0.0,0.7,0.7,0.35,1.41,0.35
02:00 - 03:00,0.53,0.7,1.05,0.88,0.53,2.64,0.88
03:00 - 04:00,0.18,0.35,0.53,0.7,0.7,1.41,0.35
04:00 - 05:00,1.05,0.0,0.35,0.53,0.7,1.23,1.23
05:00 - 06:00,0.7,0.7,1.41,0.88,0.35,0.53,2.11
06:00 - 07:00,0.18,0.88,0.7,0.18,0.35,0.88,1.58
07:00 - 08:00,0.0,0.7,0.18,0.0,0.53,1.76,1.41
08:00 - 09:00,0.0,0.18,0.0,0.18,0.35,0.35,2.46
09:00 - 10:00,0.0,0.0,0.0,0.0,0.18,0.18,0.35
10:00 - 11:00,1.23,0.7,0.18,0.0,0.18,0.0,0.53
11:00 - 12:00,2.28,0.18,0.0,0.18,0.18,0.0,0.35
12:00 - 13:00,0.7,0.35,0.53,0.35,1.05,0.0,0.53
13:00 - 14:00,0.35,0.18,0.7,0.7,0.88,4.04,0.0
14:00 - 15:00,0.18,0.88,0.0,0.7,0.18,0.88,0.53
15:00 - 16:00,0.35,0.7,1.05,0.53,0.0,0.53,0.53
16:00 - 17:00,1.05,1.05,0.7,0.53,0.88,0.53,0.0
17:00 - 18:00,1.05,0.53,0.88,0.35,0.0,0.35,0.18
18:00 - 19:00,1.05,0.53,1.23,0.35,0.35,0.53,0.0
19:00 - 20:00,0.7,0.7,0.35,0.18,0.0,0.0,0.0
20:00 - 21:00,0.18,0.18,0.35,0.35,0.18,1.05,0.35
21:00 - 22:00,0.35,1.05,1.05,0.53,0.35,0.7,1.41
22:00 - 23:00,0.7,0.7,0.35,0.0,0.0,1.41,0.35
23:00 - 00:00,0.18,0.7,0.35,0.35,0.35,0.7,0.35
