 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.13,1.59,1.52,1.98,1.25,1.65,0.2
01:00 - 02:00,0.0,1.65,1.32,1.59,1.32,1.78,0.0
02:00 - 03:00,0.0,1.12,1.85,1.39,1.92,2.05,0.0
03:00 - 04:00,0.13,1.65,1.45,2.38,1.72,1.65,0.0
04:00 - 05:00,0.0,1.19,1.45,1.65,1.45,1.85,0.0
05:00 - 06:00,0.0,0.99,0.92,1.45,1.12,1.12,0.07
06:00 - 07:00,0.0,1.06,0.73,0.59,0.99,0.66,0.0
07:00 - 08:00,0.0,0.4,0.79,0.66,1.85,0.59,0.0
08:00 - 09:00,0.13,0.59,0.79,0.59,0.73,0.46,0.0
09:00 - 10:00,0.13,0.59,0.73,0.53,0.46,0.46,0.0
10:00 - 11:00,0.07,0.4,0.4,0.33,0.53,0.07,0.07
11:00 - 12:00,0.07,0.0,0.2,0.66,0.33,0.13,0.07
12:00 - 13:00,0.0,0.0,0.07,0.46,0.0,0.07,0.0
13:00 - 14:00,0.0,0.13,0.26,0.33,0.2,0.07,0.0
14:00 - 15:00,0.0,0.2,0.4,0.13,0.13,0.07,0.0
15:00 - 16:00,0.13,0.33,0.07,0.4,0.13,0.0,0.0
16:00 - 17:00,0.2,0.26,0.2,0.46,0.4,0.0,0.0
17:00 - 18:00,0.26,0.26,0.4,0.13,0.2,0.0,0.0
18:00 - 19:00,0.4,0.33,0.53,0.46,0.53,0.0,0.07
19:00 - 20:00,0.33,0.53,0.4,0.92,0.4,0.13,0.0
20:00 - 21:00,0.4,0.26,0.66,0.73,1.19,0.0,0.0
21:00 - 22:00,0.59,1.25,0.73,0.86,1.32,0.07,0.0
22:00 - 23:00,1.78,1.72,1.92,1.25,1.39,0.0,0.07
23:00 - 00:00,1.39,1.65,1.32,2.11,1.39,0.2,0.0
