 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,0,0,0,0,0
01:00 - 02:00,0,0,0,0,0,0,0
02:00 - 03:00,0,0,0,0,0,0,0
03:00 - 04:00,0,0,0,0,0,0,0
04:00 - 05:00,0,0,0,0,0,0,0
05:00 - 06:00,0,0,0,0,0,0,0
06:00 - 07:00,0,0,0,0,0,0,0
07:00 - 08:00,0,0,0,0,0,0,0
08:00 - 09:00,3,5,4,1,2,0,1
09:00 - 10:00,1,9,10,2,8,0,0
10:00 - 11:00,11,15,20,21,5,0,0
11:00 - 12:00,13,22,16,20,30,0,0
12:00 - 13:00,18,15,17,15,8,0,0
13:00 - 14:00,9,4,19,10,10,0,1
14:00 - 15:00,9,9,5,2,5,1,0
15:00 - 16:00,11,17,19,25,14,0,0
16:00 - 17:00,10,23,25,43,16,0,0
17:00 - 18:00,4,7,7,14,7,0,0
18:00 - 19:00,1,1,3,0,0,0,0
19:00 - 20:00,0,1,6,0,0,0,0
20:00 - 21:00,0,0,1,0,1,0,0
21:00 - 22:00,0,0,0,0,0,0,0
22:00 - 23:00,0,0,0,0,0,0,0
23:00 - 00:00,0,0,0,0,0,0,0
