 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.2,1.19,0.79,1.19,1.59,0.6,0.2
01:00 - 02:00,0.2,1.19,1.79,0.2,0.4,0.2,0.2
02:00 - 03:00,0.6,0.4,0.99,0.99,0.2,0.99,0.2
03:00 - 04:00,0.0,0.6,1.98,0.99,0.6,0.6,0.2
04:00 - 05:00,0.4,0.99,0.6,0.79,0.99,0.6,0.2
05:00 - 06:00,0.4,0.4,0.4,1.19,0.79,0.0,0.6
06:00 - 07:00,0.2,0.4,0.4,0.6,0.6,0.4,0.0
07:00 - 08:00,0.0,0.4,0.4,0.4,0.6,0.4,0.2
08:00 - 09:00,0.2,0.2,0.2,0.2,0.6,0.2,0.4
09:00 - 10:00,0.4,0.79,0.2,1.19,0.99,0.0,0.2
10:00 - 11:00,0.4,0.99,0.0,0.4,0.2,0.2,0.0
11:00 - 12:00,0.4,0.2,0.4,0.79,0.6,0.2,0.0
12:00 - 13:00,0.99,0.79,0.0,0.2,0.4,0.0,0.0
13:00 - 14:00,0.2,0.6,0.4,0.0,0.4,0.0,0.0
14:00 - 15:00,0.2,0.2,0.6,1.39,0.0,0.0,0.2
15:00 - 16:00,0.0,0.2,0.4,1.79,0.79,0.6,0.2
16:00 - 17:00,0.99,0.79,0.2,0.99,0.2,0.0,0.0
17:00 - 18:00,0.99,1.39,0.79,1.19,0.6,0.2,0.0
18:00 - 19:00,0.79,0.4,0.79,0.79,0.2,0.0,0.0
19:00 - 20:00,0.2,0.99,1.19,0.79,0.4,0.0,0.0
20:00 - 21:00,1.39,1.19,1.39,1.19,0.79,0.0,0.2
21:00 - 22:00,2.78,1.79,0.99,1.98,1.19,0.2,0.2
22:00 - 23:00,2.58,1.39,0.99,0.99,1.59,0.0,0.4
23:00 - 00:00,3.57,0.2,1.59,0.6,1.59,0.6,0.2
