 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.52,0.93,0.75,0.52,1.16,0.46,0.23
01:00 - 02:00,0.06,0.29,0.75,0.93,0.52,0.58,0.17
02:00 - 03:00,0.06,0.87,0.46,0.75,0.58,0.52,0.17
03:00 - 04:00,0.58,1.1,0.35,0.75,1.04,0.46,0.29
04:00 - 05:00,0.35,0.7,0.93,0.75,0.81,0.58,0.23
05:00 - 06:00,0.23,0.46,0.58,0.7,0.7,0.58,0.29
06:00 - 07:00,0.58,0.81,0.52,0.46,0.58,0.52,0.12
07:00 - 08:00,0.75,0.35,0.75,1.1,0.52,0.81,0.0
08:00 - 09:00,0.46,0.64,0.58,0.41,0.75,0.29,0.06
09:00 - 10:00,0.64,0.29,1.22,0.64,0.87,0.0,0.17
10:00 - 11:00,0.46,0.46,0.52,0.64,0.58,0.17,0.17
11:00 - 12:00,0.41,0.41,0.58,0.46,0.7,0.23,0.06
12:00 - 13:00,0.58,0.52,0.93,0.52,0.58,0.29,0.12
13:00 - 14:00,0.93,0.99,1.28,0.93,0.64,0.12,0.06
14:00 - 15:00,0.75,0.75,1.1,0.81,0.99,0.17,0.17
15:00 - 16:00,1.1,0.93,0.7,1.04,1.04,0.41,0.0
16:00 - 17:00,0.75,0.93,1.04,0.75,0.81,0.29,0.12
17:00 - 18:00,0.81,0.87,0.52,1.22,1.28,0.06,0.12
18:00 - 19:00,0.52,0.93,0.7,0.64,0.58,0.23,0.06
19:00 - 20:00,1.1,1.22,1.16,0.64,0.75,0.17,0.29
20:00 - 21:00,0.99,1.04,0.93,0.64,0.7,0.06,0.12
21:00 - 22:00,0.58,1.04,0.87,0.87,0.99,0.29,0.23
22:00 - 23:00,0.87,0.81,0.99,0.93,1.22,0.17,0.23
23:00 - 00:00,1.1,0.64,0.58,0.75,0.64,0.06,0.17
