 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,24,32,35,44,27,29,14
01:00 - 02:00,19,38,43,47,49,19,12
02:00 - 03:00,16,39,43,49,37,14,9
03:00 - 04:00,15,30,33,29,25,15,16
04:00 - 05:00,23,33,27,22,15,18,13
05:00 - 06:00,17,18,16,24,20,5,9
06:00 - 07:00,17,29,23,31,18,8,6
07:00 - 08:00,22,30,31,34,23,13,5
08:00 - 09:00,25,33,30,34,33,7,3
09:00 - 10:00,27,34,30,38,31,5,4
10:00 - 11:00,40,21,33,50,43,6,3
11:00 - 12:00,36,36,43,35,59,14,15
12:00 - 13:00,57,70,60,78,65,24,22
13:00 - 14:00,81,121,115,93,109,32,19
14:00 - 15:00,132,149,136,151,106,24,15
15:00 - 16:00,130,135,149,160,134,21,17
16:00 - 17:00,116,128,119,117,128,28,14
17:00 - 18:00,118,116,129,134,121,22,21
18:00 - 19:00,122,133,137,129,126,25,19
19:00 - 20:00,123,156,153,111,156,19,19
20:00 - 21:00,118,125,126,111,159,24,14
21:00 - 22:00,105,115,96,110,77,16,13
22:00 - 23:00,51,42,73,38,37,11,9
23:00 - 00:00,34,33,43,43,31,17,14
