 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.44,0.44,0.44,0.22,1.1,0.22
01:00 - 02:00,0.0,0.44,0.0,0.44,0.0,0.66,0.22
02:00 - 03:00,0.0,0.44,0.0,0.44,0.0,0.44,0.0
03:00 - 04:00,0.22,0.0,0.0,0.0,0.22,0.22,0.22
04:00 - 05:00,0.22,1.55,0.66,0.66,0.22,1.32,0.0
05:00 - 06:00,0.44,0.0,0.22,0.0,0.22,0.66,0.0
06:00 - 07:00,2.87,2.43,0.88,0.44,0.44,0.22,0.0
07:00 - 08:00,0.22,0.88,1.99,1.55,0.44,0.0,0.66
08:00 - 09:00,0.22,1.55,0.88,2.87,0.66,0.0,0.44
09:00 - 10:00,1.77,1.32,1.1,1.1,0.44,0.0,0.88
10:00 - 11:00,1.1,1.1,0.22,1.1,0.88,0.0,0.66
11:00 - 12:00,1.55,3.53,1.1,0.66,0.44,0.22,0.22
12:00 - 13:00,1.32,0.66,1.77,0.22,0.22,0.22,1.55
13:00 - 14:00,0.22,1.32,1.1,0.66,0.66,0.22,0.0
14:00 - 15:00,0.22,0.22,1.99,0.0,0.22,0.44,0.22
15:00 - 16:00,0.22,2.87,0.66,0.22,0.66,0.0,1.1
16:00 - 17:00,0.66,0.88,0.88,0.0,0.22,0.66,0.66
17:00 - 18:00,1.1,0.22,0.22,0.88,0.0,0.22,1.1
18:00 - 19:00,0.66,0.44,0.44,0.0,0.66,0.44,1.99
19:00 - 20:00,0.66,1.32,0.44,1.1,0.66,1.77,0.22
20:00 - 21:00,0.88,0.66,0.44,0.0,0.66,0.44,0.0
21:00 - 22:00,0.44,0.44,0.22,0.0,0.44,0.88,0.22
22:00 - 23:00,0.66,0.0,0.66,0.0,0.44,0.0,0.44
23:00 - 00:00,0.66,0.22,1.1,0.22,0.0,0.0,0.0
