 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,13,53,54,74,81,66,9
01:00 - 02:00,10,83,87,96,98,110,17
02:00 - 03:00,15,106,102,116,121,111,11
03:00 - 04:00,15,90,93,114,75,79,12
04:00 - 05:00,10,72,92,95,100,80,16
05:00 - 06:00,12,105,98,100,123,92,5
06:00 - 07:00,6,135,115,144,112,132,8
07:00 - 08:00,11,94,115,130,129,112,12
08:00 - 09:00,8,102,94,103,118,108,12
09:00 - 10:00,8,77,52,75,72,56,7
10:00 - 11:00,9,43,49,39,53,37,10
11:00 - 12:00,25,35,41,29,32,28,9
12:00 - 13:00,31,49,59,54,37,16,12
13:00 - 14:00,35,57,59,59,43,12,11
14:00 - 15:00,35,45,37,50,61,18,11
15:00 - 16:00,27,51,43,52,45,18,11
16:00 - 17:00,31,36,22,46,39,5,10
17:00 - 18:00,23,42,31,40,35,15,4
18:00 - 19:00,43,46,30,35,39,8,9
19:00 - 20:00,30,39,28,32,42,3,1
20:00 - 21:00,11,34,34,28,27,6,2
21:00 - 22:00,23,40,32,28,29,8,7
22:00 - 23:00,31,31,43,26,38,9,7
23:00 - 00:00,28,36,50,33,44,7,6
