 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.1,0.38,1.25,1.25,0.77,0.77,0.0
01:00 - 02:00,0.48,0.96,1.25,1.63,2.5,0.38,0.1
02:00 - 03:00,0.19,0.48,0.29,0.38,0.58,0.58,0.19
03:00 - 04:00,0.86,0.19,0.58,0.19,0.96,0.19,0.1
04:00 - 05:00,0.48,0.38,0.48,0.1,0.29,0.19,0.0
05:00 - 06:00,0.1,0.29,0.0,0.29,0.86,0.19,0.0
06:00 - 07:00,0.0,0.29,0.29,3.07,1.34,0.19,0.1
07:00 - 08:00,0.1,0.48,0.29,0.38,0.29,0.1,0.29
08:00 - 09:00,0.29,0.0,0.29,0.29,0.38,0.29,0.48
09:00 - 10:00,0.0,0.0,0.86,0.1,0.58,0.0,0.1
10:00 - 11:00,0.0,0.19,0.0,0.1,0.1,0.0,0.0
11:00 - 12:00,0.0,0.0,0.1,0.0,0.1,0.0,0.0
12:00 - 13:00,0.0,0.19,0.38,0.1,0.29,0.1,0.1
13:00 - 14:00,0.19,0.1,0.0,0.1,0.0,0.1,0.19
14:00 - 15:00,0.19,0.1,0.38,0.29,0.0,0.29,0.0
15:00 - 16:00,0.1,1.15,0.86,1.15,0.1,0.1,0.0
16:00 - 17:00,0.58,1.73,1.44,1.15,2.21,0.19,0.19
17:00 - 18:00,2.02,2.5,0.96,0.96,1.06,0.1,0.29
18:00 - 19:00,1.63,6.05,0.77,1.63,2.4,0.48,0.0
19:00 - 20:00,1.15,1.54,1.73,2.31,1.73,0.1,0.0
20:00 - 21:00,0.86,0.86,1.44,0.96,0.48,0.29,0.0
21:00 - 22:00,1.25,0.67,1.73,0.58,1.34,0.0,0.1
22:00 - 23:00,1.73,1.54,0.96,0.48,0.86,0.19,0.0
23:00 - 00:00,1.83,1.34,1.44,1.25,0.77,0.0,0.96
