 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.35,0.28,0.0,0.42,0.42,0.0
01:00 - 02:00,0.0,0.35,0.49,1.69,0.07,0.0,0.07
02:00 - 03:00,0.07,0.07,0.56,0.0,0.07,0.14,0.0
03:00 - 04:00,0.0,0.07,0.42,0.07,0.0,0.07,0.7
04:00 - 05:00,0.0,0.0,0.42,0.07,0.21,0.0,0.0
05:00 - 06:00,0.14,0.35,0.28,2.74,0.0,0.14,0.0
06:00 - 07:00,0.14,0.28,0.21,0.07,0.14,0.07,0.0
07:00 - 08:00,0.14,0.07,0.07,0.14,0.14,0.0,0.0
08:00 - 09:00,0.07,0.0,0.28,0.0,0.0,0.0,0.0
09:00 - 10:00,0.0,0.63,0.14,0.07,0.0,0.0,0.0
10:00 - 11:00,0.42,0.14,0.28,0.28,0.0,0.0,0.0
11:00 - 12:00,0.14,1.41,0.7,0.28,0.14,0.28,0.0
12:00 - 13:00,0.28,0.91,0.56,0.7,0.91,0.07,0.07
13:00 - 14:00,1.97,0.91,1.13,1.27,1.69,0.0,0.07
14:00 - 15:00,1.55,3.16,1.41,1.34,0.84,0.21,0.21
15:00 - 16:00,1.05,1.55,4.01,2.39,1.34,0.14,0.21
16:00 - 17:00,1.76,2.32,0.98,0.7,1.27,0.14,0.0
17:00 - 18:00,0.91,1.76,2.46,2.53,1.2,0.07,0.07
18:00 - 19:00,0.56,2.04,2.6,0.28,0.7,0.0,0.0
19:00 - 20:00,0.91,5.77,1.41,0.84,0.49,0.35,0.0
20:00 - 21:00,0.56,2.46,0.21,2.46,1.34,0.0,0.07
21:00 - 22:00,0.56,0.63,1.05,1.27,0.84,0.0,0.28
22:00 - 23:00,1.69,0.84,1.76,1.48,0.14,0.07,0.14
23:00 - 00:00,0.49,0.63,0.98,0.28,0.14,0.0,0.0
