 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.93,1.07,0.13,0.4,0.4,0.27,0.0
01:00 - 02:00,1.6,0.8,0.27,0.4,1.33,0.13,0.27
02:00 - 03:00,0.93,1.33,0.0,0.93,1.46,0.53,0.4
03:00 - 04:00,0.13,0.4,0.53,0.93,0.67,1.07,0.67
04:00 - 05:00,0.8,0.53,0.53,1.6,0.4,1.07,0.67
05:00 - 06:00,0.93,0.27,0.8,0.93,0.53,1.33,0.93
06:00 - 07:00,0.27,0.27,0.53,0.4,0.13,1.2,0.13
07:00 - 08:00,0.27,0.67,0.4,1.07,0.67,1.6,0.67
08:00 - 09:00,0.4,0.67,0.93,0.53,0.4,0.27,1.07
09:00 - 10:00,0.8,0.53,0.93,0.27,0.0,0.67,0.13
10:00 - 11:00,0.4,0.67,0.27,0.4,0.53,0.67,0.13
11:00 - 12:00,0.67,0.27,0.8,0.4,0.53,1.07,0.4
12:00 - 13:00,0.27,1.07,0.53,1.6,0.13,1.07,0.53
13:00 - 14:00,0.53,0.27,0.53,0.53,0.13,0.53,0.4
14:00 - 15:00,0.27,0.0,0.53,0.13,0.4,0.4,0.27
15:00 - 16:00,0.53,0.13,1.2,1.07,0.67,0.53,0.13
16:00 - 17:00,0.67,0.13,0.13,0.27,0.53,0.27,0.27
17:00 - 18:00,0.27,0.53,0.27,0.67,0.27,0.13,0.13
18:00 - 19:00,0.4,0.53,0.53,0.93,0.53,0.27,1.2
19:00 - 20:00,0.0,0.53,2.13,0.93,0.4,0.53,0.13
20:00 - 21:00,0.13,0.4,0.67,1.2,1.07,0.93,1.6
21:00 - 22:00,0.27,0.4,0.4,0.0,0.27,0.13,0.13
22:00 - 23:00,0.13,0.27,0.13,1.86,0.4,0.53,0.4
23:00 - 00:00,0.53,4.66,0.0,0.93,0.4,1.6,0.27
