 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.08,0.08,0.21,0.12,0.12,0.04,0.04
01:00 - 02:00,0.04,0.16,0.04,0.12,0.16,0.0,0.04
02:00 - 03:00,0.41,0.86,0.78,0.37,0.62,0.0,0.0
03:00 - 04:00,1.19,1.07,1.07,0.95,0.86,0.0,0.04
04:00 - 05:00,0.91,1.81,0.74,1.65,0.82,0.0,0.0
05:00 - 06:00,0.78,1.07,1.19,1.03,1.19,0.04,0.0
06:00 - 07:00,0.78,0.99,0.21,2.18,0.54,0.0,0.0
07:00 - 08:00,0.82,1.81,1.52,4.86,0.99,0.0,0.04
08:00 - 09:00,1.44,1.77,2.06,1.56,1.61,0.0,0.0
09:00 - 10:00,1.69,2.63,1.85,1.98,1.56,0.0,0.08
10:00 - 11:00,1.44,2.31,2.06,2.76,0.99,0.04,0.0
11:00 - 12:00,1.52,1.11,1.73,1.56,0.91,0.12,0.0
12:00 - 13:00,0.66,1.15,0.62,0.37,0.91,0.08,0.0
13:00 - 14:00,1.15,0.7,1.03,0.95,0.62,0.0,0.16
14:00 - 15:00,0.62,0.91,0.86,0.62,1.48,0.12,0.12
15:00 - 16:00,0.78,1.15,0.66,0.62,0.58,0.0,0.45
16:00 - 17:00,1.36,0.58,0.58,0.29,0.7,0.04,0.08
17:00 - 18:00,1.11,0.58,0.66,0.04,0.25,0.0,0.0
18:00 - 19:00,0.62,0.25,0.25,0.25,0.16,0.08,0.04
19:00 - 20:00,0.25,0.37,0.37,0.25,0.25,0.0,0.04
20:00 - 21:00,0.33,0.12,0.16,0.33,0.21,0.0,0.0
21:00 - 22:00,0.16,0.16,0.08,0.16,0.37,0.0,0.0
22:00 - 23:00,0.16,0.04,0.12,0.08,0.12,0.04,0.0
23:00 - 00:00,0.0,0.08,0.0,0.08,0.08,0.0,0.0
