2017-03-08 11:04:00,2017-03-08 13:35:00,2017-03-08 13:45:00,2017-03-08 16:03:00,2017-03-09 09:06:00,2017-03-09 13:05:00,2017-03-09 17:38:00,2017-03-09 18:09:00,2017-03-10 13:00:00,2017-03-10 17:10:00,2017-03-13 12:10:00,2017-03-13 12:49:00,2017-03-13 18:20:00,2017-03-13 18:21:00,2017-03-15 12:07:00,2017-03-16 13:39:00,2017-03-16 13:54:00,2017-03-16 14:32:00,2017-03-16 15:35:00,2017-03-16 15:37:00,2017-03-16 16:08:00,2017-03-16 16:34:00,2017-03-16 16:39:00,2017-03-17 15:44:00,2017-03-17 15:49:00,2017-03-17 16:40:00,2017-03-17 17:16:00,2017-03-17 17:22:00,2017-03-17 17:24:00,2017-03-20 11:00:00,2017-03-20 11:09:00,2017-03-20 14:33:00,2017-03-20 14:59:00,2017-03-20 15:33:00,2017-03-20 17:40:00,2017-03-21 11:39:00,2017-03-21 13:57:00,2017-03-21 14:10:00,2017-03-21 15:23:00,2017-03-22 13:15:00,2017-03-22 14:01:00,2017-03-23 09:59:00,2017-03-23 15:32:00,2017-03-23 15:39:00,2017-03-23 15:44:00,2017-03-23 15:47:00,2017-03-23 15:51:00,2017-03-23 16:17:00,2017-03-27 15:54:00,2017-04-03 11:28:00,2017-04-03 13:26:00,2017-04-03 14:06:00,2017-04-03 14:14:00,2017-04-03 14:16:00,2017-04-03 14:21:00,2017-04-03 14:24:00,2017-04-03 14:32:00,2017-04-03 15:29:00,2017-04-03 16:51:00,2017-04-04 12:58:00,2017-04-04 16:15:00,2017-04-04 16:27:00,2017-04-04 16:29:00,2017-04-04 16:40:00,2017-04-04 20:29:00,2017-04-04 20:47:00,2017-04-05 11:02:00,2017-04-05 11:24:00,2017-04-05 16:10:00,2017-04-05 16:53:00,2017-04-06 14:21:00,2017-04-07 10:03:00,2017-04-07 11:11:00,2017-04-07 17:17:00,2017-04-10 11:16:00,2017-04-10 11:27:00,2017-04-10 11:50:00,2017-04-10 13:16:00,2017-04-10 13:44:00,2017-04-10 15:18:00,2017-04-11 11:48:00,2017-04-18 15:26:00
703,704,705,706,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730,731,732,733,734,735,736,737,738,739,740,741,742,743,744,745,746,747,748,749,750,751,752,753,754,755,756,757,758,759,760,761,762,763,764,765,766,767,768,769,770,771,772,773,774,775,776,777,778,779,780,781,782,783,784
