 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.15,0.29,0.15,0.29,0.15,0.58
01:00 - 02:00,0.15,0.15,0.29,0.0,0.58,0.0,0.29
02:00 - 03:00,0.0,0.58,0.58,0.44,0.58,0.29,0.0
03:00 - 04:00,0.58,0.44,0.58,0.44,0.87,0.15,0.0
04:00 - 05:00,0.87,0.87,0.87,0.44,1.02,0.0,0.29
05:00 - 06:00,0.15,0.87,0.29,0.58,0.73,0.15,0.15
06:00 - 07:00,0.58,0.58,0.58,0.29,0.58,0.58,0.15
07:00 - 08:00,0.44,0.73,1.17,1.02,1.6,0.58,0.87
08:00 - 09:00,0.73,1.02,2.04,1.46,1.02,0.44,0.73
09:00 - 10:00,0.58,0.87,0.58,1.75,0.58,0.29,0.44
10:00 - 11:00,1.17,0.87,1.02,0.87,0.15,0.15,0.44
11:00 - 12:00,0.58,0.58,0.87,1.75,1.9,0.87,0.44
12:00 - 13:00,1.02,0.73,0.58,0.58,0.73,0.73,0.29
13:00 - 14:00,0.87,1.31,0.73,0.15,0.58,0.73,1.02
14:00 - 15:00,0.87,1.02,0.87,0.29,0.58,0.29,0.73
15:00 - 16:00,0.44,1.02,0.58,1.02,0.87,0.58,1.02
16:00 - 17:00,1.02,1.46,1.6,0.58,0.73,0.58,0.44
17:00 - 18:00,0.73,0.15,0.87,1.17,0.73,0.29,0.29
18:00 - 19:00,0.44,1.02,0.44,0.29,0.44,1.02,0.29
19:00 - 20:00,0.29,0.44,0.73,0.73,1.02,0.44,0.44
20:00 - 21:00,0.29,0.15,0.44,0.58,0.58,1.02,0.29
21:00 - 22:00,0.44,0.58,0.58,0.73,0.0,0.29,0.44
22:00 - 23:00,0.58,0.29,0.87,0.15,0.15,0.29,0.15
23:00 - 00:00,0.15,0.15,0.58,0.87,0.15,0.44,0.0
