 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.18,0.48,0.42,0.44,0.4,0.32,0.14
01:00 - 02:00,0.19,0.33,0.26,0.28,0.3,0.17,0.12
02:00 - 03:00,0.18,0.3,0.32,0.28,0.31,0.15,0.07
03:00 - 04:00,0.21,0.25,0.31,0.3,0.25,0.13,0.08
04:00 - 05:00,0.2,0.18,0.29,0.26,0.24,0.09,0.09
05:00 - 06:00,0.24,0.24,0.28,0.25,0.22,0.06,0.09
06:00 - 07:00,0.24,0.26,0.28,0.3,0.25,0.08,0.06
07:00 - 08:00,0.25,0.26,0.33,0.24,0.27,0.09,0.06
08:00 - 09:00,0.3,0.25,0.29,0.28,0.28,0.09,0.06
09:00 - 10:00,0.28,0.32,0.34,0.43,0.29,0.07,0.09
10:00 - 11:00,0.32,0.37,0.34,0.29,0.29,0.07,0.07
11:00 - 12:00,0.3,0.3,0.36,0.33,0.39,0.08,0.11
12:00 - 13:00,0.44,0.44,0.45,0.47,0.46,0.13,0.09
13:00 - 14:00,0.84,0.77,0.74,0.79,0.79,0.13,0.13
14:00 - 15:00,1.2,1.05,1.23,1.27,1.3,0.14,0.16
15:00 - 16:00,1.61,1.46,1.54,1.54,1.73,0.18,0.17
16:00 - 17:00,1.4,1.52,1.42,1.5,1.59,0.17,0.16
17:00 - 18:00,1.57,1.44,1.31,1.45,1.83,0.16,0.13
18:00 - 19:00,1.53,1.68,1.75,1.68,1.88,0.17,0.18
19:00 - 20:00,1.59,1.64,1.72,1.64,2.02,0.16,0.13
20:00 - 21:00,1.63,1.68,1.75,1.61,1.91,0.11,0.2
21:00 - 22:00,1.5,1.49,1.33,1.3,1.7,0.11,0.13
22:00 - 23:00,0.97,1.01,1.11,1.11,1.06,0.14,0.17
23:00 - 00:00,0.7,0.61,0.63,0.69,0.55,0.11,0.19
