Key,ID,Project,IssueType,IsSubtask,Status,Resolution,Created Date,Resolved Date
WFDISC-37,13224265,WFDISC,Bug,false,Pull Request Sent,,2021-01-04 12:53:11,
WFDISC-36,12914589,WFDISC,Enhancement,false,Resolved,Done,2020-03-03 07:29:25,2020-04-07 12:05:40
WFDISC-34,12780949,WFDISC,Enhancement,false,Pull Request Sent,,2018-11-26 09:52:27,
WFDISC-33,12748957,WFDISC,Bug,false,Resolved,Done,2018-05-07 19:55:47,2018-05-08 10:19:22
WFDISC-32,12723409,WFDISC,Bug,false,Resolved,Done,2017-12-04 18:10:41,2017-12-05 16:13:52
WFDISC-31,12722841,WFDISC,Bug,false,Resolved,Done,2017-11-29 12:33:41,2017-11-29 12:42:11
WFDISC-30,12722838,WFDISC,Enhancement,false,Open,,2017-11-29 12:17:42,
WFDISC-29,12722836,WFDISC,Enhancement,false,Resolved,Done,2017-11-29 11:58:33,2017-11-29 12:03:45
WFDISC-28,12722835,WFDISC,Enhancement,false,Resolved,Done,2017-11-29 11:54:34,2018-05-03 13:45:50
WFDISC-27,12698052,WFDISC,Enhancement,false,Resolved,Done,2017-06-19 19:31:34,2017-06-19 19:33:01
WFDISC-26,12697663,WFDISC,Feature Request,false,Pull Request Sent,,2017-06-15 14:00:39,
WFDISC-25,12697529,WFDISC,Enhancement,false,Open,,2017-06-14 17:49:56,
WFDISC-24,12697312,WFDISC,Feature Request,false,Resolved,Done,2017-06-13 13:38:21,2017-06-16 09:30:45
WFDISC-23,12697123,WFDISC,Bug,false,Resolved,Done,2017-06-12 14:56:43,2017-06-12 14:57:23
WFDISC-22,12695882,WFDISC,Bug,false,Resolved,Done,2017-06-05 10:28:20,2017-06-05 10:43:23
WFDISC-21,12695736,WFDISC,Bug,false,Resolved,Done,2017-06-02 16:22:16,2017-06-02 16:23:25
WFDISC-20,12695480,WFDISC,Bug,false,Resolved,Rejected,2017-06-01 17:25:46,2017-06-12 14:59:47
WFDISC-19,12694311,WFDISC,Enhancement,false,Resolved,Done,2017-05-25 10:18:57,2017-05-25 16:21:31
WFDISC-18,12689795,WFDISC,Enhancement,false,Resolved,Done,2017-04-27 19:07:26,2017-04-27 19:09:01
WFDISC-17,12681852,WFDISC,Bug,false,Resolved,Done,2017-03-14 11:25:15,2017-03-14 12:43:07
WFDISC-16,12677934,WFDISC,Enhancement,false,Resolved,Done,2017-02-20 10:35:14,2017-02-20 10:36:44
WFDISC-15,12675176,WFDISC,Enhancement,false,Resolved,Done,2017-02-06 20:16:48,2017-02-06 20:17:32
WFDISC-14,12672377,WFDISC,Bug,false,Resolved,Done,2017-01-20 14:04:45,2017-02-06 20:15:27
WFDISC-13,12671703,WFDISC,Enhancement,false,Resolved,Done,2017-01-17 18:27:14,2017-02-06 20:15:49
WFDISC-12,12669428,WFDISC,Task,false,Resolved,Done,2017-01-04 20:21:13,2017-01-17 18:26:44
WFDISC-11,12656812,WFDISC,Enhancement,false,Resolved,Done,2016-10-25 17:30:12,2016-11-04 12:41:45
WFDISC-10,12656787,WFDISC,Feature Request,false,Resolved,Done,2016-10-25 12:04:53,2016-11-01 09:36:42
WFDISC-9,12656778,WFDISC,Feature Request,false,Resolved,Done,2016-10-25 11:35:01,2017-01-17 18:26:24
WFDISC-8,12656368,WFDISC,Enhancement,false,Resolved,Done,2016-10-24 11:14:44,2016-10-25 11:56:44
WFDISC-7,12656367,WFDISC,Enhancement,false,Resolved,Done,2016-10-24 11:14:02,2016-10-25 11:56:34
WFDISC-6,12656366,WFDISC,Feature Request,false,Resolved,Done,2016-10-24 11:13:27,2016-10-25 11:56:16
WFDISC-5,12656365,WFDISC,Feature Request,false,Resolved,Done,2016-10-24 11:12:47,2016-10-25 11:56:03
WFDISC-4,12655369,WFDISC,Enhancement,false,Open,,2016-10-17 15:32:17,
WFDISC-3,12655361,WFDISC,Enhancement,false,Resolved,Done,2016-10-17 13:24:37,2016-10-19 15:57:02
WFDISC-2,12655360,WFDISC,Enhancement,false,Resolved,Done,2016-10-17 13:23:40,2016-10-19 15:56:47
WFDISC-1,12655359,WFDISC,Enhancement,false,Resolved,Done,2016-10-17 13:21:45,2016-10-19 15:56:36
