Key,ID,Project,IssueType,IsSubtask,Status,Resolution,Created Date,Resolved Date
CPDEVOPS-434,14416152,CPDEVOPS,Task,false,Done,Done,2022-01-03 08:34:52,2022-01-03 14:14:39
CPDEVOPS-423,14395532,CPDEVOPS,Bug,false,Done,Done,2021-12-16 10:20:35,2021-12-17 14:20:30
CPDEVOPS-416,14392154,CPDEVOPS,Bug,false,To Do,,2021-12-14 17:40:48,
CPDEVOPS-415,14392153,CPDEVOPS,Bug,false,To Do,,2021-12-14 17:39:49,
CPDEVOPS-414,14392218,CPDEVOPS,Bug,false,To Do,,2021-12-14 17:37:49,
CPDEVOPS-413,14392037,CPDEVOPS,Bug,false,To Do,,2021-12-14 17:34:29,
CPDEVOPS-412,14392149,CPDEVOPS,Bug,false,To Do,,2021-12-14 17:33:29,
CPDEVOPS-411,14392217,CPDEVOPS,Bug,false,To Do,,2021-12-14 17:33:29,
CPDEVOPS-403,14387804,CPDEVOPS,Bug,false,Done,Done,2021-12-12 04:16:42,2021-12-16 13:32:38
CPDEVOPS-390,14375937,CPDEVOPS,Bug,false,In Progress,,2021-12-06 11:09:34,
CPDEVOPS-389,14375936,CPDEVOPS,Bug,false,To Do,,2021-12-06 11:06:26,
CPDEVOPS-385,14373565,CPDEVOPS,Bug,false,Done,Done,2021-12-03 06:42:37,2021-12-06 08:50:06
CPDEVOPS-374,14362940,CPDEVOPS,Bug,false,To Do,,2021-11-26 15:32:52,
CPDEVOPS-373,14362152,CPDEVOPS,Bug,false,Blocked,Done,2021-11-25 15:47:32,2021-12-08 14:06:24
CPDEVOPS-370,14360137,CPDEVOPS,Bug,false,Done,Done,2021-11-24 11:42:36,2021-11-26 08:54:09
CPDEVOPS-355,14350722,CPDEVOPS,Bug,false,In Progress,,2021-11-18 09:14:54,
CPDEVOPS-349,14343426,CPDEVOPS,Bug,false,Done,Done,2021-11-14 08:33:37,2021-11-26 13:24:19
CPDEVOPS-348,14343425,CPDEVOPS,Bug,false,Done,Done,2021-11-14 07:41:57,2021-11-24 15:32:56
CPDEVOPS-347,14343623,CPDEVOPS,Bug,false,Blocked,,2021-11-13 15:35:48,
CPDEVOPS-342,14339642,CPDEVOPS,Task,false,Done,Done,2021-11-11 10:32:48,2021-11-11 12:48:22
CPDEVOPS-337,14331707,CPDEVOPS,Bug,false,Done,Done,2021-11-05 23:57:39,2021-11-15 09:29:57
CPDEVOPS-336,14330854,CPDEVOPS,Bug,false,Done,Done,2021-11-05 12:20:53,2021-11-12 16:30:52
CPDEVOPS-335,14329136,CPDEVOPS,Task,false,To Do,,2021-11-04 12:42:17,
CPDEVOPS-329,14325410,CPDEVOPS,Bug,false,Done,Done,2021-11-03 11:06:12,2021-11-04 13:46:33
