 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,10,75,149,102,128,124,12
01:00 - 02:00,9,88,128,108,103,113,9
02:00 - 03:00,15,70,112,107,74,77,13
03:00 - 04:00,11,66,102,89,81,92,6
04:00 - 05:00,7,47,51,39,1260,64,13
05:00 - 06:00,9,24,33,36,32,36,1
06:00 - 07:00,11,30,48,38,43,35,2
07:00 - 08:00,9,44,29,43,49,37,2
08:00 - 09:00,3,41,31,50,31,17,3
09:00 - 10:00,5,11,16,22,26,7,1
10:00 - 11:00,3,5,15,11,10,5,0
11:00 - 12:00,4,6,8,4,14,1,0
12:00 - 13:00,8,5,11,5,15,4,1
13:00 - 14:00,4,5,11,9,12,5,1
14:00 - 15:00,8,12,8,12,15,4,1
15:00 - 16:00,12,16,15,23,28,4,1
16:00 - 17:00,30,41,45,43,22,6,1
17:00 - 18:00,41,46,59,57,40,3,2
18:00 - 19:00,75,70,56,72,65,7,2
19:00 - 20:00,67,79,89,70,89,14,5
20:00 - 21:00,98,92,109,154,131,15,8
21:00 - 22:00,131,119,138,141,152,21,2
22:00 - 23:00,139,148,142,170,165,23,19
23:00 - 00:00,142,148,155,143,127,17,7
