 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.41,0.51,0.41,0.61,0.3,0.05,0.0
01:00 - 02:00,0.86,0.61,0.71,0.56,0.41,0.0,0.0
02:00 - 03:00,0.86,2.08,0.66,1.07,0.76,0.0,0.0
03:00 - 04:00,1.32,1.27,0.86,0.56,0.56,0.05,0.05
04:00 - 05:00,0.86,1.02,0.86,0.76,0.66,0.0,0.0
05:00 - 06:00,1.22,1.22,1.12,1.07,0.76,0.0,0.0
06:00 - 07:00,1.73,1.52,1.42,1.12,0.91,0.05,0.0
07:00 - 08:00,1.58,1.17,1.37,0.91,1.12,0.0,0.1
08:00 - 09:00,1.07,1.37,1.27,0.97,1.63,0.0,0.0
09:00 - 10:00,1.98,2.74,1.47,1.17,1.93,0.05,0.0
10:00 - 11:00,1.22,1.42,1.32,0.81,1.17,0.0,0.0
11:00 - 12:00,1.68,1.83,1.12,1.42,1.07,0.05,0.0
12:00 - 13:00,1.52,1.02,0.81,0.76,1.42,0.0,0.2
13:00 - 14:00,1.12,1.17,0.91,0.71,0.51,0.0,0.0
14:00 - 15:00,0.66,1.37,1.32,0.91,0.25,0.25,0.05
15:00 - 16:00,0.61,0.41,0.76,0.91,0.36,0.05,0.0
16:00 - 17:00,0.41,0.3,0.97,0.46,0.66,0.0,0.1
17:00 - 18:00,0.56,0.3,0.51,0.66,0.36,0.0,0.15
18:00 - 19:00,0.25,0.25,0.25,0.61,0.2,0.0,0.15
19:00 - 20:00,0.05,0.25,0.3,0.51,0.0,0.0,0.15
20:00 - 21:00,0.51,0.2,0.3,0.51,0.0,0.0,0.51
21:00 - 22:00,0.25,0.51,0.66,0.81,0.0,0.0,0.15
22:00 - 23:00,0.15,0.36,0.25,0.25,0.1,0.0,0.41
23:00 - 00:00,0.1,0.15,0.25,0.0,0.0,0.0,0.15
