 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,4,1,0,1,0,0
01:00 - 02:00,5,4,4,5,3,0,0
02:00 - 03:00,7,20,11,13,13,0,0
03:00 - 04:00,15,11,18,20,14,1,0
04:00 - 05:00,17,13,14,20,15,1,0
05:00 - 06:00,16,23,26,10,11,0,0
06:00 - 07:00,15,16,12,10,13,0,0
07:00 - 08:00,11,15,15,20,11,2,0
08:00 - 09:00,22,39,18,32,16,0,0
09:00 - 10:00,12,26,26,40,25,0,0
10:00 - 11:00,88,29,12,21,18,0,0
11:00 - 12:00,17,11,19,12,12,1,0
12:00 - 13:00,10,30,15,10,10,0,0
13:00 - 14:00,16,13,10,16,12,2,0
14:00 - 15:00,6,6,8,3,11,0,0
15:00 - 16:00,6,3,13,6,4,2,0
16:00 - 17:00,10,2,6,13,4,0,0
17:00 - 18:00,3,11,7,6,5,0,0
18:00 - 19:00,2,8,2,2,1,0,0
19:00 - 20:00,3,6,1,1,0,0,0
20:00 - 21:00,3,0,2,3,0,0,1
21:00 - 22:00,0,3,1,0,0,0,1
22:00 - 23:00,0,0,0,0,0,0,1
23:00 - 00:00,0,0,0,0,0,0,1
