 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.08,0.12,0.2,0.16,0.2,0.0,0.08
01:00 - 02:00,0.2,0.16,0.57,0.2,0.33,0.08,0.04
02:00 - 03:00,0.98,1.02,1.31,0.86,1.14,0.08,0.0
03:00 - 04:00,1.06,1.88,1.88,1.84,1.67,0.08,0.04
04:00 - 05:00,1.18,1.84,1.47,1.8,1.27,0.24,0.04
05:00 - 06:00,0.98,1.18,1.39,1.31,1.14,0.12,0.12
06:00 - 07:00,1.31,1.47,1.31,1.39,1.55,0.08,0.16
07:00 - 08:00,1.55,1.88,1.27,1.31,1.63,0.2,0.04
08:00 - 09:00,1.1,1.51,1.43,1.88,1.59,0.24,0.08
09:00 - 10:00,1.43,1.27,1.63,1.06,1.55,0.2,0.0
10:00 - 11:00,2.0,2.2,1.59,1.39,1.14,0.2,0.24
11:00 - 12:00,1.35,1.92,1.22,1.51,1.35,0.24,0.16
12:00 - 13:00,1.14,1.22,0.9,0.65,0.9,0.2,0.2
13:00 - 14:00,0.49,0.53,0.49,0.45,0.41,0.08,0.04
14:00 - 15:00,0.57,0.33,0.65,0.65,0.29,0.08,0.16
15:00 - 16:00,0.45,0.69,0.37,0.29,0.69,0.2,0.08
16:00 - 17:00,0.61,0.82,0.57,0.29,0.41,0.0,0.04
17:00 - 18:00,0.2,0.33,0.53,0.33,0.45,0.08,0.04
18:00 - 19:00,0.37,0.49,0.45,0.24,0.24,0.04,0.04
19:00 - 20:00,0.08,0.29,0.2,0.16,0.24,0.04,0.04
20:00 - 21:00,0.12,0.24,0.08,0.04,0.08,0.0,0.12
21:00 - 22:00,0.04,0.04,0.04,0.2,0.08,0.0,0.04
22:00 - 23:00,0.08,0.16,0.08,0.08,0.0,0.0,0.16
23:00 - 00:00,0.08,0.0,0.08,0.12,0.0,0.04,0.08
