 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,3,5,4,5,0,2
01:00 - 02:00,5,4,14,5,8,2,1
02:00 - 03:00,24,25,32,21,28,2,0
03:00 - 04:00,26,46,46,45,41,2,1
04:00 - 05:00,29,45,36,44,31,6,1
05:00 - 06:00,24,29,34,32,28,3,3
06:00 - 07:00,32,36,32,34,38,2,4
07:00 - 08:00,38,46,31,32,40,5,1
08:00 - 09:00,27,37,35,46,39,6,2
09:00 - 10:00,35,31,40,26,38,5,0
10:00 - 11:00,49,54,39,34,28,5,6
11:00 - 12:00,33,47,30,37,33,6,4
12:00 - 13:00,28,30,22,16,22,5,5
13:00 - 14:00,12,13,12,11,10,2,1
14:00 - 15:00,14,8,16,16,7,2,4
15:00 - 16:00,11,17,9,7,17,5,2
16:00 - 17:00,15,20,14,7,10,0,1
17:00 - 18:00,5,8,13,8,11,2,1
18:00 - 19:00,9,12,11,6,6,1,1
19:00 - 20:00,2,7,5,4,6,1,1
20:00 - 21:00,3,6,2,1,2,0,3
21:00 - 22:00,1,1,1,5,2,0,1
22:00 - 23:00,2,4,2,2,0,0,4
23:00 - 00:00,2,0,2,3,0,1,2
