 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,1,4,3,0,0,0
01:00 - 02:00,4,2,7,4,1,0,0
02:00 - 03:00,6,3,11,2,5,0,0
03:00 - 04:00,7,5,10,15,6,0,0
04:00 - 05:00,14,14,11,25,12,0,0
05:00 - 06:00,15,22,18,10,15,0,0
06:00 - 07:00,13,15,22,27,20,0,1
07:00 - 08:00,15,12,17,11,8,0,0
08:00 - 09:00,15,27,23,38,17,0,0
09:00 - 10:00,15,21,28,24,19,1,0
10:00 - 11:00,14,32,27,31,16,0,0
11:00 - 12:00,18,31,20,12,19,1,1
12:00 - 13:00,17,14,16,25,13,0,0
13:00 - 14:00,12,9,16,8,12,0,0
14:00 - 15:00,12,13,13,25,6,0,0
15:00 - 16:00,4,20,12,16,13,1,0
16:00 - 17:00,13,22,10,9,8,0,2
17:00 - 18:00,3,4,15,3,4,0,1
18:00 - 19:00,5,8,3,2,21,0,4
19:00 - 20:00,1,3,4,2,3,0,0
20:00 - 21:00,3,4,0,0,0,0,0
21:00 - 22:00,0,4,0,6,1,0,0
22:00 - 23:00,2,0,2,3,0,0,1
23:00 - 00:00,4,2,3,5,0,0,1
