 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.36,0.31,0.36,0.27,0.4,0.27,0.26
01:00 - 02:00,0.27,0.32,0.36,0.5,0.39,0.33,0.31
02:00 - 03:00,0.39,0.53,0.74,0.67,0.55,0.25,0.33
03:00 - 04:00,0.66,0.68,0.83,0.58,0.72,0.31,0.29
04:00 - 05:00,0.57,0.83,0.79,0.86,0.94,0.33,0.34
05:00 - 06:00,0.64,0.86,0.76,0.87,0.8,0.29,0.3
06:00 - 07:00,0.84,0.69,0.81,0.73,0.75,0.32,0.25
07:00 - 08:00,0.65,0.79,0.91,1.01,0.74,0.3,0.34
08:00 - 09:00,0.81,1.13,0.95,1.07,1.07,0.37,0.3
09:00 - 10:00,1.34,1.32,0.9,1.11,1.3,0.48,0.35
10:00 - 11:00,1.02,1.24,1.09,1.03,1.25,0.36,0.48
11:00 - 12:00,0.71,0.87,0.83,1.03,0.87,0.33,0.66
12:00 - 13:00,0.94,0.77,0.8,0.86,0.8,0.38,0.49
13:00 - 14:00,0.82,0.79,0.78,0.76,0.75,0.35,0.34
14:00 - 15:00,1.01,0.74,0.72,0.85,0.77,0.38,0.4
15:00 - 16:00,0.94,0.85,0.94,0.93,0.98,0.42,0.42
16:00 - 17:00,0.85,0.87,0.85,0.71,0.78,0.49,0.44
17:00 - 18:00,0.62,0.55,0.82,0.88,0.74,0.38,0.54
18:00 - 19:00,0.46,0.49,0.61,0.63,0.48,0.35,0.43
19:00 - 20:00,0.41,0.54,0.39,0.58,0.5,0.25,0.2
20:00 - 21:00,0.48,0.37,0.39,0.37,0.31,0.16,0.34
21:00 - 22:00,0.29,0.52,0.38,0.35,0.31,0.28,0.3
22:00 - 23:00,0.35,0.36,0.37,0.3,0.23,0.25,0.25
23:00 - 00:00,0.27,0.32,0.3,0.49,0.2,0.21,0.25
