 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.16,0.32,0.08,0.24,0.16,0.41,0.0
01:00 - 02:00,0.08,0.41,0.16,0.32,0.16,0.32,0.0
02:00 - 03:00,0.24,0.08,0.41,0.32,0.24,0.16,0.0
03:00 - 04:00,0.08,0.49,0.41,0.08,0.24,0.08,0.08
04:00 - 05:00,0.32,0.73,0.32,0.89,0.32,0.16,0.24
05:00 - 06:00,0.41,0.65,0.57,0.81,0.16,0.0,0.32
06:00 - 07:00,0.81,0.97,0.65,0.81,0.57,0.65,0.65
07:00 - 08:00,1.38,1.46,0.49,0.81,0.89,0.08,0.65
08:00 - 09:00,1.3,1.05,0.65,0.97,0.97,0.32,0.49
09:00 - 10:00,1.62,1.54,1.38,1.3,0.97,0.16,0.57
10:00 - 11:00,1.22,1.78,0.97,0.97,1.05,0.41,0.65
11:00 - 12:00,0.97,1.3,1.54,0.65,1.05,0.16,0.41
12:00 - 13:00,1.7,0.97,1.22,1.46,1.3,0.0,0.65
13:00 - 14:00,1.62,0.97,0.89,0.81,1.13,0.0,0.89
14:00 - 15:00,1.13,1.22,1.38,1.05,1.38,0.08,0.57
15:00 - 16:00,1.38,1.22,1.05,0.97,1.05,0.0,0.08
16:00 - 17:00,0.97,1.22,0.97,0.97,0.57,0.65,0.24
17:00 - 18:00,0.73,0.81,0.57,1.05,0.57,0.16,0.49
18:00 - 19:00,0.65,0.32,0.81,0.41,0.49,0.32,0.65
19:00 - 20:00,0.32,0.57,0.73,0.24,0.41,0.08,0.49
20:00 - 21:00,0.57,0.32,0.32,0.49,0.57,0.0,0.0
21:00 - 22:00,0.32,0.24,0.65,0.32,0.57,0.24,0.16
22:00 - 23:00,0.32,0.32,0.16,0.49,0.41,0.0,0.16
23:00 - 00:00,0.65,0.32,0.16,0.16,0.24,0.0,0.24
