 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.62,0.67,0.82,1.07,0.78,0.81,0.72
01:00 - 02:00,0.68,0.69,0.96,0.78,0.72,0.69,0.62
02:00 - 03:00,0.57,0.67,0.85,0.69,0.67,0.62,0.38
03:00 - 04:00,0.71,0.78,0.8,0.68,0.74,0.57,0.68
04:00 - 05:00,0.71,0.62,0.67,0.8,0.67,0.48,0.54
05:00 - 06:00,0.66,0.76,0.66,0.7,0.54,0.41,0.67
06:00 - 07:00,0.6,0.4,0.68,0.58,0.48,0.47,0.47
07:00 - 08:00,0.36,0.48,0.68,0.43,0.37,0.47,0.52
08:00 - 09:00,0.32,0.36,0.26,0.45,0.35,0.44,0.37
09:00 - 10:00,0.31,0.33,0.48,0.34,0.41,0.43,0.29
10:00 - 11:00,0.3,0.33,0.33,0.32,0.32,0.29,0.37
11:00 - 12:00,0.31,0.38,0.4,0.32,0.31,0.21,0.4
12:00 - 13:00,0.24,0.32,0.31,0.43,0.41,0.41,0.37
13:00 - 14:00,0.48,0.42,0.36,0.44,0.31,0.54,0.29
14:00 - 15:00,0.31,0.37,0.26,0.34,0.36,0.36,0.43
15:00 - 16:00,0.42,0.4,0.42,0.53,0.43,0.54,0.51
16:00 - 17:00,0.52,0.57,0.54,0.71,0.6,0.64,0.47
17:00 - 18:00,0.62,0.68,0.72,0.65,0.88,0.68,0.63
18:00 - 19:00,0.71,0.93,0.77,1.0,0.74,0.69,0.8
19:00 - 20:00,0.79,0.87,0.99,0.85,0.69,0.83,0.96
20:00 - 21:00,0.89,0.71,0.78,0.97,0.7,0.88,0.82
21:00 - 22:00,0.85,1.09,0.82,0.94,0.79,0.82,0.72
22:00 - 23:00,0.8,0.86,0.85,0.74,0.83,0.82,0.93
23:00 - 00:00,0.72,0.79,0.76,0.87,0.76,0.71,0.6
