 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.18,0.86,1.45,1.54,1.94,0.54,0.05
01:00 - 02:00,0.09,0.59,0.68,0.99,0.9,0.45,0.05
02:00 - 03:00,0.36,0.59,1.08,0.86,0.77,0.18,0.0
03:00 - 04:00,0.45,0.36,0.9,0.54,0.23,0.14,0.14
04:00 - 05:00,0.23,0.54,0.45,0.45,0.68,0.09,0.0
05:00 - 06:00,0.68,0.77,0.18,1.08,0.5,0.05,0.09
06:00 - 07:00,0.09,0.5,0.45,0.27,0.36,0.0,0.0
07:00 - 08:00,0.09,0.41,0.27,0.05,0.14,0.0,0.05
08:00 - 09:00,0.14,0.09,0.09,0.18,0.14,0.05,0.09
09:00 - 10:00,0.18,0.18,0.09,0.18,0.0,0.05,0.0
10:00 - 11:00,0.0,0.18,0.14,0.0,0.23,0.05,0.0
11:00 - 12:00,0.27,0.45,0.0,0.18,0.27,0.0,0.05
12:00 - 13:00,0.23,0.41,0.27,0.59,0.09,0.0,0.0
13:00 - 14:00,0.54,0.41,0.45,0.5,0.27,0.0,0.14
14:00 - 15:00,0.68,0.68,0.95,0.77,0.77,0.0,0.05
15:00 - 16:00,1.63,0.72,1.99,0.81,0.77,0.27,0.0
16:00 - 17:00,0.9,1.04,0.77,0.86,0.77,0.27,0.0
17:00 - 18:00,1.13,2.71,0.9,1.22,0.95,0.09,0.0
18:00 - 19:00,1.67,1.49,3.57,1.22,1.4,0.59,0.45
19:00 - 20:00,1.58,1.27,2.03,1.54,0.95,0.36,0.18
20:00 - 21:00,1.63,1.22,1.4,1.58,1.04,0.14,0.36
21:00 - 22:00,1.63,1.67,1.85,1.9,0.9,0.09,0.14
22:00 - 23:00,1.18,0.95,1.18,1.31,0.77,0.18,0.09
23:00 - 00:00,1.04,1.18,1.58,1.22,0.86,0.14,0.27
