2010-05-27 12:02:00,2010-05-27 12:05:00,2010-05-27 13:34:00,2010-05-27 15:55:00,2010-05-27 15:56:00,2010-05-27 15:58:00,2010-05-27 15:59:00,2010-05-27 16:07:00,2010-05-27 16:12:00,2010-05-27 16:26:00,2010-05-27 16:27:00,2010-05-27 16:28:00,2010-06-01 11:27:00,2010-06-01 11:28:00,2010-06-01 11:30:00,2010-06-01 11:31:00,2010-06-02 14:18:00,2010-06-02 17:20:00,2010-07-16 08:49:00,2010-07-16 10:15:00,2010-07-16 10:59:00,2010-07-16 11:31:00,2010-07-16 12:09:00,2010-07-21 11:07:00
21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
