 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,5,1,2,2,7,2,4
01:00 - 02:00,4,3,4,4,5,1,7
02:00 - 03:00,4,5,3,5,2,0,5
03:00 - 04:00,4,1,3,9,8,3,4
04:00 - 05:00,1,3,2,4,9,4,0
05:00 - 06:00,3,4,3,1,2,1,2
06:00 - 07:00,2,4,4,5,2,0,2
07:00 - 08:00,0,4,6,4,7,2,1
08:00 - 09:00,0,5,3,11,3,1,1
09:00 - 10:00,2,0,4,2,1,1,6
10:00 - 11:00,4,2,3,3,5,2,2
11:00 - 12:00,2,1,1,4,7,0,2
12:00 - 13:00,0,2,2,7,8,10,3
13:00 - 14:00,3,0,10,3,1,10,7
14:00 - 15:00,0,3,3,5,6,7,3
15:00 - 16:00,2,5,2,15,3,7,3
16:00 - 17:00,5,1,5,3,6,0,11
17:00 - 18:00,4,0,10,8,5,3,5
18:00 - 19:00,7,4,11,3,6,9,5
19:00 - 20:00,7,9,8,10,3,16,5
20:00 - 21:00,4,6,7,16,9,8,1
21:00 - 22:00,5,6,3,5,5,7,1
22:00 - 23:00,7,4,5,8,3,6,0
23:00 - 00:00,6,1,10,8,0,0,2
