 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,11,5,9,9,1,4,10
01:00 - 02:00,12,14,4,4,6,6,2
02:00 - 03:00,12,6,14,14,11,10,12
03:00 - 04:00,16,9,7,6,9,13,11
04:00 - 05:00,13,10,12,7,12,3,7
05:00 - 06:00,3,5,5,9,2,7,10
06:00 - 07:00,5,3,5,1,6,1,1
07:00 - 08:00,2,3,5,1,2,1,1
08:00 - 09:00,3,3,8,3,3,2,1
09:00 - 10:00,3,3,7,3,5,0,1
10:00 - 11:00,1,2,6,3,3,0,4
11:00 - 12:00,7,10,2,6,2,2,2
12:00 - 13:00,6,8,0,9,1,0,1
13:00 - 14:00,2,2,1,2,2,0,3
14:00 - 15:00,2,3,1,1,0,0,4
15:00 - 16:00,0,2,1,2,1,0,0
16:00 - 17:00,2,2,1,3,2,0,0
17:00 - 18:00,3,5,5,5,1,0,0
18:00 - 19:00,0,1,2,3,0,0,1
19:00 - 20:00,5,0,1,2,1,0,0
20:00 - 21:00,4,1,8,3,0,2,1
21:00 - 22:00,2,3,6,3,5,0,0
22:00 - 23:00,11,2,8,7,4,3,0
23:00 - 00:00,13,7,9,5,3,1,6
