 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.33,0.65,0.58,0.43,0.67,0.47,0.43
01:00 - 02:00,0.37,0.51,0.41,0.53,0.39,0.37,0.22
02:00 - 03:00,0.41,0.43,0.49,0.43,0.43,0.3,0.19
03:00 - 04:00,0.34,0.43,0.43,0.43,0.35,0.23,0.17
04:00 - 05:00,0.33,0.39,0.39,0.31,0.42,0.21,0.14
05:00 - 06:00,0.37,0.39,0.35,0.47,0.4,0.13,0.17
06:00 - 07:00,0.49,0.67,0.55,0.47,0.42,0.21,0.19
07:00 - 08:00,0.51,0.62,0.65,0.59,0.54,0.29,0.25
08:00 - 09:00,0.63,0.71,0.78,0.71,0.63,0.28,0.26
09:00 - 10:00,0.7,0.75,0.85,0.75,0.75,0.3,0.33
10:00 - 11:00,0.8,0.63,0.59,0.66,0.65,0.36,0.48
11:00 - 12:00,0.78,0.6,0.63,0.63,0.59,0.43,0.35
12:00 - 13:00,0.68,0.72,0.65,0.82,0.53,0.46,0.39
13:00 - 14:00,0.83,0.87,0.69,0.75,0.74,0.38,0.42
14:00 - 15:00,0.96,0.98,0.73,0.9,0.78,0.43,0.33
15:00 - 16:00,0.87,0.99,1.0,0.94,0.85,0.39,0.43
16:00 - 17:00,1.0,1.06,0.95,0.83,0.97,0.36,0.5
17:00 - 18:00,1.01,1.09,1.06,0.91,0.78,0.43,0.4
18:00 - 19:00,1.01,1.05,1.08,0.84,0.89,0.46,0.55
19:00 - 20:00,1.14,1.01,0.99,0.83,0.88,0.36,0.34
20:00 - 21:00,0.96,0.85,0.97,0.93,0.78,0.27,0.49
21:00 - 22:00,0.83,0.98,0.99,0.93,0.79,0.31,0.43
22:00 - 23:00,0.73,0.72,0.8,0.79,0.69,0.32,0.31
23:00 - 00:00,0.8,0.63,0.73,0.59,0.67,0.25,0.35
