 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,9,15,7,12,12,19,8
01:00 - 02:00,12,18,6,20,32,18,2
02:00 - 03:00,6,17,20,13,44,12,15
03:00 - 04:00,16,15,18,22,45,20,16
04:00 - 05:00,11,21,42,20,74,18,24
05:00 - 06:00,32,44,41,40,30,17,15
06:00 - 07:00,29,42,39,43,47,16,18
07:00 - 08:00,31,31,19,26,20,17,7
08:00 - 09:00,18,44,39,35,31,26,20
09:00 - 10:00,29,46,59,41,40,26,13
10:00 - 11:00,32,58,50,38,48,24,12
11:00 - 12:00,48,42,45,46,68,25,20
12:00 - 13:00,33,48,48,45,51,27,16
13:00 - 14:00,42,49,53,46,27,20,15
14:00 - 15:00,61,53,41,74,37,28,19
15:00 - 16:00,88,31,33,57,41,43,23
16:00 - 17:00,46,59,38,34,36,25,13
17:00 - 18:00,54,35,33,44,34,33,16
18:00 - 19:00,58,44,41,40,35,20,14
19:00 - 20:00,50,45,45,38,43,20,13
20:00 - 21:00,55,45,53,32,33,17,19
21:00 - 22:00,38,47,40,32,37,17,16
22:00 - 23:00,34,19,28,39,17,17,15
23:00 - 00:00,20,12,11,12,23,8,7
