 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.22,1.1,1.4,1.1,0.66,0.74,0.15
01:00 - 02:00,0.37,2.5,0.88,0.74,1.25,1.1,0.07
02:00 - 03:00,0.29,0.81,0.66,0.44,0.74,0.22,0.0
03:00 - 04:00,0.59,0.66,0.07,0.22,0.66,0.15,0.0
04:00 - 05:00,0.22,0.37,0.07,0.59,0.52,0.66,0.0
05:00 - 06:00,0.22,1.47,0.15,0.44,0.29,0.15,0.44
06:00 - 07:00,0.59,0.37,0.37,0.59,0.37,0.15,0.0
07:00 - 08:00,0.29,0.22,0.59,0.44,0.66,0.15,0.0
08:00 - 09:00,0.44,0.37,0.52,0.88,0.66,0.0,0.07
09:00 - 10:00,0.37,0.44,0.29,0.07,0.52,0.07,0.0
10:00 - 11:00,0.37,0.44,0.37,0.15,0.66,0.07,0.07
11:00 - 12:00,0.07,0.29,0.15,0.22,0.15,0.0,0.07
12:00 - 13:00,0.29,0.07,0.15,0.15,0.37,0.0,0.0
13:00 - 14:00,0.66,0.07,0.59,0.15,0.22,0.15,0.0
14:00 - 15:00,0.52,0.15,0.59,0.29,0.15,0.15,0.07
15:00 - 16:00,0.66,0.22,0.22,0.15,0.07,0.15,0.15
16:00 - 17:00,0.74,1.03,0.44,0.66,0.81,0.15,0.0
17:00 - 18:00,1.25,0.74,1.62,1.03,1.18,0.07,0.0
18:00 - 19:00,1.1,1.69,2.36,1.25,1.69,0.07,0.22
19:00 - 20:00,1.47,2.58,1.25,1.77,1.55,0.0,0.29
20:00 - 21:00,1.33,1.4,0.88,1.4,1.03,0.0,0.29
21:00 - 22:00,1.62,1.84,0.96,0.88,1.33,0.0,0.07
22:00 - 23:00,2.65,1.03,1.84,1.1,1.33,0.0,0.0
23:00 - 00:00,1.84,2.21,2.36,1.91,1.25,0.0,0.0
