 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,19,7,10,13,26,1
01:00 - 02:00,2,7,4,12,3,25,1
02:00 - 03:00,2,9,5,10,3,13,1
03:00 - 04:00,2,11,5,9,11,10,0
04:00 - 05:00,5,12,8,10,15,6,4
05:00 - 06:00,8,14,18,15,17,9,7
06:00 - 07:00,21,30,40,37,22,13,7
07:00 - 08:00,19,23,24,33,28,8,15
08:00 - 09:00,11,10,14,16,32,15,17
09:00 - 10:00,18,15,15,17,19,25,30
10:00 - 11:00,43,18,34,20,28,34,40
11:00 - 12:00,21,21,17,22,20,50,40
12:00 - 13:00,19,13,10,13,11,63,52
13:00 - 14:00,17,14,14,12,19,49,58
14:00 - 15:00,19,16,25,15,22,51,61
15:00 - 16:00,39,38,33,25,49,64,48
16:00 - 17:00,69,89,76,88,70,31,57
17:00 - 18:00,96,130,104,101,70,39,65
18:00 - 19:00,92,83,88,93,58,28,33
19:00 - 20:00,59,96,53,54,77,32,22
20:00 - 21:00,28,71,51,42,24,11,17
21:00 - 22:00,32,33,51,31,51,15,21
22:00 - 23:00,15,12,17,27,57,7,10
23:00 - 00:00,5,12,7,16,25,2,8
