 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,16,59,65,64,68,47,11
01:00 - 02:00,16,34,61,29,56,51,27
02:00 - 03:00,10,34,39,50,61,38,20
03:00 - 04:00,20,40,44,52,41,48,7
04:00 - 05:00,6,45,55,60,43,46,5
05:00 - 06:00,11,312,68,62,36,25,1
06:00 - 07:00,13,55,55,62,34,27,11
07:00 - 08:00,3,19,24,35,20,12,0
08:00 - 09:00,2,9,6,11,13,5,2
09:00 - 10:00,4,7,14,6,17,2,1
10:00 - 11:00,3,6,5,2,14,1,14
11:00 - 12:00,3,3,3,3,10,0,23
12:00 - 13:00,0,2,7,2,4,0,2
13:00 - 14:00,0,1,5,1,0,0,1
14:00 - 15:00,0,1,3,5,1,0,0
15:00 - 16:00,2,3,7,8,5,0,0
16:00 - 17:00,25,12,19,26,15,0,0
17:00 - 18:00,41,57,42,28,40,2,1
18:00 - 19:00,27,29,55,24,49,0,0
19:00 - 20:00,52,56,56,49,26,5,3
20:00 - 21:00,44,23,58,55,57,2,4
21:00 - 22:00,41,72,50,62,70,3,8
22:00 - 23:00,67,81,172,51,83,1,6
23:00 - 00:00,58,107,83,65,99,5,15
