 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,1,4,4,1,4,1
01:00 - 02:00,0,1,0,1,1,3,0
02:00 - 03:00,0,2,3,5,3,4,1
03:00 - 04:00,0,2,6,2,4,2,0
04:00 - 05:00,0,5,1,4,0,2,0
05:00 - 06:00,1,3,4,2,3,7,1
06:00 - 07:00,0,3,5,1,3,2,1
07:00 - 08:00,0,1,2,3,5,0,0
08:00 - 09:00,1,3,3,3,4,5,1
09:00 - 10:00,0,1,1,2,3,4,2
10:00 - 11:00,1,3,3,3,1,3,0
11:00 - 12:00,0,4,1,2,0,2,1
12:00 - 13:00,1,4,5,4,3,0,2
13:00 - 14:00,2,5,0,3,2,3,1
14:00 - 15:00,2,2,2,0,0,2,3
15:00 - 16:00,0,4,2,3,2,0,1
16:00 - 17:00,2,2,3,2,1,2,0
17:00 - 18:00,3,2,0,2,3,0,0
18:00 - 19:00,3,2,2,1,0,2,1
19:00 - 20:00,4,4,3,0,6,0,2
20:00 - 21:00,6,5,3,1,2,2,1
21:00 - 22:00,2,0,1,0,2,0,1
22:00 - 23:00,3,0,4,3,1,1,0
23:00 - 00:00,2,2,1,0,2,0,0
