2010-06-14 13:07:00,2010-06-14 13:09:00,2010-06-14 13:25:00,2010-06-14 13:27:00,2010-06-14 13:34:00,2010-06-14 13:41:00,2010-06-14 13:42:00,2010-06-14 13:43:00,2010-06-14 13:45:00,2010-06-14 13:52:00,2010-06-14 13:53:00,2010-06-14 13:55:00,2010-06-14 14:09:00,2010-06-14 14:25:00,2010-06-14 14:49:00,2010-06-14 14:53:00,2010-06-14 15:31:00,2010-06-14 15:32:00,2010-06-14 15:40:00,2010-06-14 16:11:00,2010-06-14 16:21:00,2010-06-14 16:32:00,2010-06-14 16:37:00,2010-06-14 16:50:00,2010-06-14 16:56:00,2010-06-14 17:10:00,2010-06-15 09:58:00,2010-06-15 10:05:00,2010-06-15 10:10:00,2010-06-15 10:11:00,2010-06-15 10:13:00,2010-06-15 10:14:00,2010-06-15 10:16:00,2010-06-15 10:38:00,2010-06-15 10:39:00,2010-06-15 10:41:00,2010-06-15 10:42:00,2010-06-15 10:44:00,2010-06-15 10:45:00,2010-06-15 10:59:00,2010-06-15 10:59:00,2010-06-15 11:02:00,2010-06-15 11:03:00,2010-06-15 11:05:00,2010-06-15 12:16:00,2010-06-15 12:18:00,2010-06-15 12:21:00,2010-06-15 12:23:00,2010-06-15 12:26:00,2010-06-15 12:45:00,2010-06-15 12:49:00,2010-06-15 12:51:00,2010-06-15 12:52:00,2010-06-15 12:53:00,2010-06-15 12:55:00,2010-06-15 15:03:00,2010-06-15 15:11:00,2010-06-15 15:17:00,2010-06-15 15:24:00,2010-06-15 15:26:00,2010-06-15 15:28:00,2010-06-15 15:35:00,2010-06-15 15:43:00,2010-06-16 13:08:00,2010-06-16 13:12:00,2010-06-16 15:14:00,2010-06-16 15:22:00,2010-06-16 15:23:00,2010-06-16 16:40:00,2010-06-16 16:48:00,2010-06-16 16:52:00,2010-06-16 16:54:00,2010-06-17 09:56:00,2010-06-17 09:57:00,2010-06-17 10:09:00,2010-06-17 11:56:00,2010-06-17 13:58:00,2010-06-17 14:19:00,2010-06-17 15:01:00,2010-06-17 15:02:00,2010-06-17 15:08:00,2010-06-17 16:03:00,2010-06-17 16:31:00,2010-06-17 17:04:00,2010-06-17 17:13:00,2010-06-17 17:15:00,2010-06-17 17:25:00,2010-06-18 10:24:00,2010-06-18 11:02:00,2010-06-18 11:20:00,2010-06-18 12:21:00,2010-06-18 12:22:00,2010-06-18 12:23:00,2010-06-18 12:26:00,2010-06-18 12:35:00,2010-06-18 14:39:00,2010-06-21 15:56:00,2010-06-21 15:57:00,2010-06-21 17:09:00,2010-06-21 17:57:00,2010-06-21 18:01:00,2010-06-21 18:13:00,2010-06-21 18:36:00,2010-06-21 18:55:00,2010-06-21 19:40:00,2010-06-21 19:45:00,2010-06-21 20:02:00,2010-06-21 20:13:00,2010-06-21 20:31:00,2010-06-22 09:48:00,2010-06-22 10:11:00,2010-06-22 11:20:00,2010-06-22 11:31:00,2010-06-22 12:49:00,2010-06-22 13:06:00,2010-06-22 13:15:00,2010-06-22 13:18:00,2010-06-22 13:33:00,2010-06-22 14:12:00,2010-06-22 14:19:00,2010-06-22 14:20:00,2010-06-22 14:31:00,2010-06-22 14:38:00,2010-06-22 14:49:00,2010-06-22 16:03:00,2010-06-22 19:09:00,2010-06-22 19:16:00,2010-06-23 10:14:00,2010-06-23 10:21:00,2010-06-23 10:51:00,2010-06-23 11:10:00,2010-06-23 11:13:00,2010-06-23 11:26:00,2010-06-23 12:59:00,2010-06-23 13:08:00,2010-06-23 13:14:00,2010-06-23 13:53:00,2010-06-23 14:07:00,2010-06-24 10:23:00,2010-06-24 10:28:00,2010-06-24 11:36:00,2010-06-24 11:46:00,2010-06-24 12:05:00,2010-06-24 14:27:00,2010-06-24 14:30:00,2010-06-24 15:02:00,2010-06-24 15:24:00,2010-06-24 15:50:00,2010-06-24 16:50:00,2010-06-25 10:58:00,2010-06-25 11:18:00,2010-06-25 14:44:00,2010-06-25 15:15:00,2010-06-28 14:31:00,2010-06-29 10:55:00,2010-06-29 12:22:00,2010-06-29 12:39:00,2010-06-29 12:49:00,2010-06-29 13:29:00,2010-06-29 13:32:00,2010-06-29 14:07:00,2010-06-29 14:08:00,2010-06-29 14:28:00,2010-06-29 14:40:00,2010-06-29 15:31:00,2010-06-29 15:37:00,2010-06-29 15:38:00,2010-06-29 15:50:00,2010-06-29 15:59:00,2010-06-29 16:00:00,2010-06-29 16:03:00,2010-06-29 16:16:00,2010-06-29 18:04:00,2010-06-29 18:07:00,2010-06-29 18:14:00,2010-06-30 11:04:00,2010-06-30 11:11:00,2010-06-30 11:34:00,2010-06-30 11:51:00,2010-06-30 12:00:00,2010-06-30 12:28:00,2010-06-30 12:30:00,2010-06-30 12:50:00,2010-06-30 13:10:00,2010-06-30 13:30:00,2010-06-30 14:41:00,2010-06-30 14:57:00,2010-06-30 15:04:00,2010-06-30 15:29:00,2010-06-30 15:46:00,2010-06-30 16:12:00,2010-06-30 16:20:00,2010-06-30 16:35:00,2010-07-01 10:11:00,2010-07-01 10:24:00,2010-07-01 10:59:00,2010-07-01 11:52:00,2010-07-01 13:05:00,2010-07-01 14:00:00,2010-07-01 14:04:00,2010-07-01 14:18:00,2010-07-01 16:48:00,2010-07-01 17:12:00,2010-07-01 17:13:00,2010-07-01 17:13:00,2010-07-02 10:52:00,2010-07-02 10:52:00,2010-07-02 11:24:00,2010-07-02 11:24:00,2010-07-02 11:25:00,2010-07-02 11:27:00,2010-07-02 11:40:00,2010-07-02 11:41:00,2010-07-02 13:23:00,2010-07-02 14:27:00,2010-07-02 14:30:00,2010-07-02 14:32:00,2010-07-02 14:55:00,2010-07-02 14:55:00,2010-07-02 15:45:00,2010-07-02 16:03:00,2010-07-27 12:19:00,2010-07-27 12:42:00,2010-07-27 12:44:00,2010-07-27 13:01:00,2010-07-27 14:14:00,2010-07-27 14:21:00,2010-07-27 14:48:00,2010-07-27 15:00:00,2010-07-27 15:13:00,2010-07-27 15:18:00,2010-07-27 15:46:00,2010-07-27 16:06:00,2010-07-27 16:12:00,2010-07-27 16:51:00,2010-07-28 15:08:00,2010-07-28 18:24:00,2010-07-30 10:29:00,2010-07-30 11:05:00,2010-07-30 12:28:00,2010-08-02 11:14:00,2010-08-17 15:53:00,2010-08-17 16:04:00,2010-08-17 17:30:00,2010-08-18 10:33:00,2010-08-18 10:49:00,2010-08-18 11:27:00,2010-08-18 12:29:00,2010-08-18 16:01:00,2010-08-19 13:31:00
3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252
