 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.63,0.25,0.63,0.38,0.89,0.76,0.51
01:00 - 02:00,0.13,1.14,0.38,0.76,0.76,0.51,0.0
02:00 - 03:00,0.25,1.01,0.76,0.89,1.14,0.25,0.0
03:00 - 04:00,0.25,0.51,1.14,0.63,0.89,0.38,0.0
04:00 - 05:00,0.25,0.89,0.38,0.89,0.63,0.51,0.25
05:00 - 06:00,0.89,0.38,0.25,0.13,0.51,0.38,0.13
06:00 - 07:00,0.51,0.51,0.51,0.51,0.38,0.51,0.0
07:00 - 08:00,0.13,0.25,1.27,0.63,0.25,0.25,0.25
08:00 - 09:00,0.0,0.13,0.63,0.51,0.51,0.38,0.25
09:00 - 10:00,0.38,0.51,1.14,0.13,0.25,0.51,0.13
10:00 - 11:00,0.38,1.01,0.89,0.51,0.25,0.13,0.38
11:00 - 12:00,0.25,0.13,0.25,0.51,0.76,0.13,0.51
12:00 - 13:00,0.13,0.38,0.38,0.76,0.51,0.63,0.63
13:00 - 14:00,0.38,0.25,0.89,1.52,0.63,1.01,0.38
14:00 - 15:00,0.25,0.63,0.76,0.38,0.63,1.01,0.38
15:00 - 16:00,0.38,0.25,0.63,0.38,0.63,0.89,1.01
16:00 - 17:00,0.38,0.51,0.51,0.63,0.13,0.51,0.51
17:00 - 18:00,0.76,1.52,1.39,1.39,0.51,0.89,0.89
18:00 - 19:00,0.13,1.9,0.63,1.14,1.52,0.76,1.14
19:00 - 20:00,0.51,1.27,1.14,2.53,1.14,0.76,0.51
20:00 - 21:00,0.38,0.76,0.63,0.63,0.63,0.89,0.76
21:00 - 22:00,0.89,1.27,0.89,0.51,0.51,1.01,0.76
22:00 - 23:00,0.51,0.76,0.76,0.25,0.25,0.51,0.38
23:00 - 00:00,0.25,0.63,0.51,0.38,0.89,1.01,0.38
