 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,10,1,1,0,0
01:00 - 02:00,15,0,1,3,0,0,0
02:00 - 03:00,0,0,0,2,0,0,0
03:00 - 04:00,0,0,0,0,0,0,0
04:00 - 05:00,0,0,0,0,0,0,0
05:00 - 06:00,0,0,0,0,0,0,0
06:00 - 07:00,2,0,1,1,2,0,0
07:00 - 08:00,1,1,0,1,2,0,0
08:00 - 09:00,5,2,5,3,0,0,0
09:00 - 10:00,31,14,8,1,1,0,0
10:00 - 11:00,6,7,18,8,9,0,0
11:00 - 12:00,7,17,20,13,7,0,0
12:00 - 13:00,4,9,15,16,6,0,0
13:00 - 14:00,2,15,25,6,12,0,0
14:00 - 15:00,6,9,44,15,10,0,0
15:00 - 16:00,10,23,5,12,3,0,0
16:00 - 17:00,6,27,3,9,30,0,2
17:00 - 18:00,5,10,10,5,8,0,0
18:00 - 19:00,3,34,6,9,6,0,0
19:00 - 20:00,3,14,7,1,6,0,0
20:00 - 21:00,7,4,4,12,1,0,0
21:00 - 22:00,2,2,4,1,3,0,2
22:00 - 23:00,1,8,1,6,0,4,0
23:00 - 00:00,0,3,0,5,0,0,0
