 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,3,8,10,8,11,4,4
01:00 - 02:00,4,13,5,7,9,4,4
02:00 - 03:00,0,4,6,6,3,6,3
03:00 - 04:00,0,1,2,1,2,0,2
04:00 - 05:00,5,3,5,3,4,1,4
05:00 - 06:00,1,1,2,5,1,2,1
06:00 - 07:00,3,2,2,1,4,1,1
07:00 - 08:00,0,2,2,0,2,2,0
08:00 - 09:00,0,1,2,0,0,3,0
09:00 - 10:00,1,0,0,0,2,1,0
10:00 - 11:00,0,0,0,0,1,0,0
11:00 - 12:00,0,0,1,0,1,0,0
12:00 - 13:00,0,0,0,0,0,0,0
13:00 - 14:00,0,0,1,1,0,0,0
14:00 - 15:00,3,1,1,1,1,1,2
15:00 - 16:00,4,1,2,4,2,0,0
16:00 - 17:00,7,5,4,10,8,0,0
17:00 - 18:00,7,14,7,5,4,1,0
18:00 - 19:00,12,9,10,11,1,0,2
19:00 - 20:00,7,3,7,6,6,2,0
20:00 - 21:00,6,6,7,6,5,8,2
21:00 - 22:00,9,13,10,14,7,2,1
22:00 - 23:00,17,14,11,9,2,4,0
23:00 - 00:00,5,3,7,17,7,2,2
