 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,20,117,107,97,107,119,9
01:00 - 02:00,33,97,99,97,91,69,15
02:00 - 03:00,23,77,56,67,62,38,11
03:00 - 04:00,31,56,39,50,49,28,13
04:00 - 05:00,42,73,68,74,70,26,15
05:00 - 06:00,66,76,84,74,100,25,14
06:00 - 07:00,39,76,86,83,79,26,14
07:00 - 08:00,34,53,59,76,39,18,9
08:00 - 09:00,35,49,56,49,56,14,11
09:00 - 10:00,31,45,38,57,58,2,4
10:00 - 11:00,31,43,43,44,53,6,9
11:00 - 12:00,34,48,43,46,45,12,10
12:00 - 13:00,31,39,41,45,34,12,5
13:00 - 14:00,35,37,40,66,38,6,11
14:00 - 15:00,31,48,36,77,50,10,5
15:00 - 16:00,46,64,61,53,56,14,12
16:00 - 17:00,75,83,83,113,72,29,9
17:00 - 18:00,110,104,143,154,125,24,23
18:00 - 19:00,175,203,195,211,154,32,29
19:00 - 20:00,138,156,160,135,103,32,19
20:00 - 21:00,123,146,158,164,134,47,19
21:00 - 22:00,160,179,163,183,184,21,20
22:00 - 23:00,172,147,223,183,165,9,11
23:00 - 00:00,126,130,117,137,137,14,9
