 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.05,0.39,0.15,0.25,0.15,0.1,0.0
01:00 - 02:00,0.0,0.05,0.34,0.25,0.25,0.05,0.05
02:00 - 03:00,0.0,0.15,0.2,0.05,0.15,0.15,0.0
03:00 - 04:00,0.2,0.15,0.05,0.15,0.05,0.0,0.05
04:00 - 05:00,0.1,0.1,0.2,0.29,0.1,0.0,0.05
05:00 - 06:00,0.05,0.0,0.25,0.1,0.1,0.0,0.05
06:00 - 07:00,0.34,0.34,0.2,0.44,0.39,0.05,0.0
07:00 - 08:00,0.25,0.78,0.74,0.44,0.59,0.1,0.05
08:00 - 09:00,0.98,0.39,0.74,1.13,0.93,0.1,0.25
09:00 - 10:00,0.98,1.57,1.03,0.98,0.78,0.39,0.29
10:00 - 11:00,1.37,1.08,1.32,1.08,1.37,0.2,0.15
11:00 - 12:00,0.98,0.93,1.23,1.08,1.03,0.29,0.39
12:00 - 13:00,1.37,1.86,1.52,1.32,1.77,0.1,0.15
13:00 - 14:00,1.62,2.06,1.86,1.52,1.77,0.25,0.25
14:00 - 15:00,1.47,1.47,1.72,1.86,1.77,0.29,0.15
15:00 - 16:00,1.08,1.81,2.01,1.81,1.91,0.49,0.2
16:00 - 17:00,1.52,1.67,1.32,1.42,1.52,0.15,0.34
17:00 - 18:00,0.64,0.78,0.83,0.88,1.08,0.34,0.54
18:00 - 19:00,0.34,1.03,0.83,0.25,0.49,0.2,0.2
19:00 - 20:00,0.93,1.32,0.83,0.78,0.59,0.29,0.29
20:00 - 21:00,0.88,0.59,0.74,0.64,0.29,0.05,0.39
21:00 - 22:00,0.69,1.03,0.64,0.69,0.74,0.15,0.25
22:00 - 23:00,0.15,0.25,0.44,0.2,0.39,0.2,0.05
23:00 - 00:00,0.2,0.25,0.1,0.44,0.05,0.1,0.05
