 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.8,1.61,2.68,1.34,1.88,0.0
01:00 - 02:00,0.27,1.07,0.54,0.8,1.34,0.27,0.0
02:00 - 03:00,0.0,1.07,0.8,1.07,1.34,0.27,0.0
03:00 - 04:00,0.8,0.27,2.41,1.07,1.07,0.54,0.27
04:00 - 05:00,0.0,0.8,0.54,0.0,0.54,1.07,0.0
05:00 - 06:00,0.0,0.27,0.8,2.14,1.88,0.27,0.0
06:00 - 07:00,0.0,0.54,0.27,0.27,1.07,0.0,0.54
07:00 - 08:00,0.54,0.54,1.07,0.8,0.27,0.8,0.0
08:00 - 09:00,0.54,0.0,1.34,0.8,0.27,0.27,0.0
09:00 - 10:00,0.54,0.27,0.0,1.07,1.34,0.0,0.0
10:00 - 11:00,0.54,0.27,1.07,0.0,0.54,0.0,0.54
11:00 - 12:00,0.0,0.27,0.27,0.54,0.8,0.0,0.0
12:00 - 13:00,0.0,1.07,0.8,0.27,0.27,0.0,0.0
13:00 - 14:00,0.0,0.0,0.27,0.54,0.27,0.0,0.0
14:00 - 15:00,0.0,0.27,0.0,0.8,0.0,0.0,0.0
15:00 - 16:00,0.27,0.54,0.27,0.27,0.8,0.0,0.0
16:00 - 17:00,0.27,0.8,0.27,0.8,0.8,0.0,0.0
17:00 - 18:00,0.8,0.27,0.27,1.07,1.07,0.0,0.27
18:00 - 19:00,1.07,1.07,2.14,1.34,1.07,0.0,1.07
19:00 - 20:00,0.54,0.54,1.07,1.34,1.34,0.0,0.0
20:00 - 21:00,0.8,1.07,0.8,1.07,0.8,0.0,0.27
21:00 - 22:00,1.88,0.27,1.07,1.61,0.27,0.27,0.27
22:00 - 23:00,1.34,1.34,2.68,0.8,0.8,0.0,0.0
23:00 - 00:00,0.8,1.88,2.14,0.8,0.8,0.0,0.27
