 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,3,6,10,5,7,0
01:00 - 02:00,1,4,2,3,5,1,0
02:00 - 03:00,0,4,3,4,5,1,0
03:00 - 04:00,3,1,9,4,4,2,1
04:00 - 05:00,0,3,2,0,2,4,0
05:00 - 06:00,0,1,3,8,7,1,0
06:00 - 07:00,0,2,1,1,4,0,2
07:00 - 08:00,2,2,4,3,1,3,0
08:00 - 09:00,2,0,5,3,1,1,0
09:00 - 10:00,2,1,0,4,5,0,0
10:00 - 11:00,2,1,4,0,2,0,2
11:00 - 12:00,0,1,1,2,3,0,0
12:00 - 13:00,0,4,3,1,1,0,0
13:00 - 14:00,0,0,1,2,1,0,0
14:00 - 15:00,0,1,0,3,0,0,0
15:00 - 16:00,1,2,1,1,3,0,0
16:00 - 17:00,1,3,1,3,3,0,0
17:00 - 18:00,3,1,1,4,4,0,1
18:00 - 19:00,4,4,8,5,4,0,4
19:00 - 20:00,2,2,4,5,5,0,0
20:00 - 21:00,3,4,3,4,3,0,1
21:00 - 22:00,7,1,4,6,1,1,1
22:00 - 23:00,5,5,10,3,3,0,0
23:00 - 00:00,3,7,8,3,3,0,1
