 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,1,3,9,4,0,0
01:00 - 02:00,1,10,9,6,2,0,1
02:00 - 03:00,8,4,11,9,10,1,1
03:00 - 04:00,14,19,14,18,16,2,1
04:00 - 05:00,21,21,19,18,9,1,0
05:00 - 06:00,9,22,14,15,8,0,1
06:00 - 07:00,22,18,9,12,13,2,0
07:00 - 08:00,18,20,11,17,23,0,1
08:00 - 09:00,27,28,31,43,18,1,2
09:00 - 10:00,32,41,42,21,16,3,3
10:00 - 11:00,46,26,31,37,25,1,0
11:00 - 12:00,39,31,56,30,32,1,1
12:00 - 13:00,25,31,41,27,17,1,0
13:00 - 14:00,38,49,31,21,18,2,0
14:00 - 15:00,45,33,37,36,27,0,8
15:00 - 16:00,44,57,25,27,18,1,5
16:00 - 17:00,42,19,24,17,18,1,0
17:00 - 18:00,11,22,14,13,17,1,1
18:00 - 19:00,14,17,9,16,7,1,1
19:00 - 20:00,12,6,8,17,7,0,1
20:00 - 21:00,8,8,14,14,2,0,10
21:00 - 22:00,5,14,8,7,2,0,4
22:00 - 23:00,9,8,13,9,1,0,7
23:00 - 00:00,10,18,8,11,0,0,8
