 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.04,0.0,0.08,0.0,0.04,0.04,0.0
01:00 - 02:00,0.04,0.08,0.0,0.08,0.08,0.0,0.0
02:00 - 03:00,0.08,0.39,0.12,0.12,0.04,0.08,0.0
03:00 - 04:00,0.31,0.16,0.55,0.35,0.12,0.08,0.04
04:00 - 05:00,0.47,0.63,0.51,0.35,0.31,0.12,0.04
05:00 - 06:00,0.47,0.35,2.08,0.75,0.35,0.08,0.0
06:00 - 07:00,0.27,0.24,0.24,0.71,0.2,0.04,0.04
07:00 - 08:00,0.82,0.27,1.1,0.59,0.51,0.0,0.0
08:00 - 09:00,0.75,0.35,0.94,0.67,0.51,0.0,0.04
09:00 - 10:00,1.33,1.06,1.22,29.87,0.55,0.0,0.0
10:00 - 11:00,1.65,1.37,1.69,1.61,0.75,0.04,0.0
11:00 - 12:00,1.41,1.53,1.3,0.98,0.67,0.0,0.0
12:00 - 13:00,0.75,1.26,0.67,0.71,0.9,0.0,0.04
13:00 - 14:00,1.02,0.82,3.53,0.98,0.71,0.0,0.0
14:00 - 15:00,2.16,1.1,1.02,1.1,0.78,0.04,0.51
15:00 - 16:00,4.24,0.86,0.86,1.22,0.9,0.0,0.08
16:00 - 17:00,1.37,0.75,0.59,0.98,0.35,0.0,0.0
17:00 - 18:00,0.31,0.67,0.47,0.31,0.16,0.0,0.0
18:00 - 19:00,0.24,0.12,0.2,0.27,0.12,0.0,0.04
19:00 - 20:00,0.27,0.04,0.04,0.08,0.12,0.0,0.0
20:00 - 21:00,0.27,0.12,0.12,0.08,0.04,0.04,0.0
21:00 - 22:00,0.16,0.0,0.0,0.08,0.0,0.0,0.04
22:00 - 23:00,0.08,0.04,0.04,0.12,0.04,0.04,0.08
23:00 - 00:00,0.0,0.04,0.0,0.08,0.04,0.0,0.0
