 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,5,7,4,2,2,8,4
01:00 - 02:00,0,4,7,3,8,1,3
02:00 - 03:00,4,4,6,6,1,3,3
03:00 - 04:00,0,3,6,2,5,1,2
04:00 - 05:00,0,2,4,0,1,2,0
05:00 - 06:00,2,2,4,0,2,2,1
06:00 - 07:00,1,3,3,4,2,2,0
07:00 - 08:00,6,6,7,3,5,0,2
08:00 - 09:00,2,2,8,3,4,1,2
09:00 - 10:00,7,3,2,3,4,1,1
10:00 - 11:00,1,3,3,6,9,4,2
11:00 - 12:00,4,5,5,3,2,4,4
12:00 - 13:00,5,5,6,5,7,6,10
13:00 - 14:00,4,3,9,11,5,4,9
14:00 - 15:00,9,4,10,7,7,2,1
15:00 - 16:00,7,5,5,9,6,2,7
16:00 - 17:00,13,8,8,6,5,2,3
17:00 - 18:00,5,14,9,9,14,1,5
18:00 - 19:00,8,5,6,11,8,3,3
19:00 - 20:00,5,4,7,10,1,0,3
20:00 - 21:00,7,11,6,6,3,2,1
21:00 - 22:00,10,5,4,7,9,2,1
22:00 - 23:00,3,5,3,6,4,1,7
23:00 - 00:00,6,4,6,4,2,1,4
