 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,16,14,24,29,8,0
01:00 - 02:00,1,11,51,25,18,17,0
02:00 - 03:00,3,21,36,39,25,24,0
03:00 - 04:00,0,31,40,32,29,29,3
04:00 - 05:00,2,15,28,47,22,31,1
05:00 - 06:00,1,13,31,18,32,20,1
06:00 - 07:00,5,12,12,17,7,21,1
07:00 - 08:00,0,10,3,18,10,13,0
08:00 - 09:00,4,6,5,9,12,4,4
09:00 - 10:00,3,4,4,9,3,6,3
10:00 - 11:00,3,1,4,6,3,6,6
11:00 - 12:00,1,1,3,4,9,7,0
12:00 - 13:00,4,0,1,2,3,1,1
13:00 - 14:00,0,0,0,0,1,4,4
14:00 - 15:00,0,0,0,0,0,1,0
15:00 - 16:00,0,0,1,0,0,0,0
16:00 - 17:00,0,0,0,1,0,0,0
17:00 - 18:00,0,0,0,0,0,0,0
18:00 - 19:00,0,0,0,3,0,0,0
19:00 - 20:00,1,2,2,2,4,1,0
20:00 - 21:00,1,4,3,2,6,0,0
21:00 - 22:00,12,25,12,5,13,0,0
22:00 - 23:00,13,24,18,17,11,1,0
23:00 - 00:00,8,20,11,21,27,1,2
