 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.09,0.05,0.43,0.05,0.09,0.0,0.0
01:00 - 02:00,0.02,0.09,0.18,0.0,0.09,0.02,0.0
02:00 - 03:00,0.16,0.16,0.23,0.25,0.39,0.07,0.0
03:00 - 04:00,0.55,1.14,1.16,0.27,0.64,0.02,0.0
04:00 - 05:00,0.39,0.55,0.98,0.41,0.59,0.02,0.05
05:00 - 06:00,0.77,1.21,0.68,0.86,0.86,0.07,0.0
06:00 - 07:00,0.84,0.64,0.91,0.5,0.93,0.05,0.0
07:00 - 08:00,0.98,1.0,0.59,0.55,0.89,0.32,0.14
08:00 - 09:00,0.82,1.32,1.23,1.27,0.98,0.3,0.0
09:00 - 10:00,1.16,1.18,1.23,0.89,1.75,0.2,0.18
10:00 - 11:00,1.02,1.36,1.16,0.73,1.16,0.18,0.34
11:00 - 12:00,1.02,1.66,0.77,1.14,1.5,0.2,0.14
12:00 - 13:00,0.77,1.27,0.82,1.0,0.71,0.07,0.05
13:00 - 14:00,0.66,0.5,0.66,0.66,1.09,0.05,0.05
14:00 - 15:00,0.75,0.8,1.34,1.21,0.8,0.11,0.11
15:00 - 16:00,0.52,1.21,0.89,1.11,1.75,0.25,0.3
16:00 - 17:00,1.36,1.0,0.68,2.02,1.66,0.18,0.07
17:00 - 18:00,0.55,0.98,1.39,1.27,1.52,0.0,0.14
18:00 - 19:00,0.68,0.98,0.86,1.52,1.46,0.11,0.45
19:00 - 20:00,0.48,1.16,0.48,0.66,1.32,0.0,0.05
20:00 - 21:00,0.5,1.02,0.75,0.64,0.86,0.16,0.25
21:00 - 22:00,0.34,1.0,0.48,0.71,0.07,0.07,0.36
22:00 - 23:00,0.45,0.45,0.32,0.34,0.34,0.0,0.25
23:00 - 00:00,0.05,0.18,0.5,0.5,0.02,0.02,0.02
