 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,0,0,1,0,0,0
01:00 - 02:00,2,2,1,3,0,0,0
02:00 - 03:00,1,5,1,4,0,1,1
03:00 - 04:00,7,2,6,1,1,0,0
04:00 - 05:00,1,1,3,2,2,0,1
05:00 - 06:00,4,2,6,9,15,1,1
06:00 - 07:00,45,5,14,19,1,1,2
07:00 - 08:00,12,1,18,25,0,0,1
08:00 - 09:00,9,6,15,40,8,0,8
09:00 - 10:00,12,15,10,29,5,0,11
10:00 - 11:00,17,5,8,15,8,0,15
11:00 - 12:00,23,10,6,16,3,0,2
12:00 - 13:00,13,9,13,13,2,0,0
13:00 - 14:00,24,9,14,31,4,0,1
14:00 - 15:00,20,21,17,23,7,0,7
15:00 - 16:00,9,20,11,8,4,0,0
16:00 - 17:00,4,11,11,12,1,0,0
17:00 - 18:00,6,2,3,4,5,0,0
18:00 - 19:00,3,8,2,3,2,0,0
19:00 - 20:00,6,4,1,4,2,0,0
20:00 - 21:00,0,1,1,1,1,0,0
21:00 - 22:00,1,0,2,2,0,0,0
22:00 - 23:00,0,0,1,1,0,0,0
23:00 - 00:00,0,1,4,1,0,0,0
