 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.63,0.0,0.0,0.0,0.0,0.0
01:00 - 02:00,0.0,0.0,0.0,0.0,1.9,0.0,0.0
02:00 - 03:00,0.0,1.27,0.0,0.0,1.9,0.0,0.0
03:00 - 04:00,0.0,0.63,0.0,1.27,0.0,0.0,0.0
04:00 - 05:00,0.0,2.53,0.0,0.0,0.0,1.9,0.0
05:00 - 06:00,0.0,0.63,0.63,0.0,1.27,0.0,0.0
06:00 - 07:00,0.0,1.27,0.63,0.0,0.0,0.63,0.0
07:00 - 08:00,0.0,0.0,1.27,0.0,0.0,0.63,1.9
08:00 - 09:00,0.0,1.27,0.0,2.53,1.27,1.27,1.9
09:00 - 10:00,0.0,0.0,0.63,0.0,0.63,1.27,1.9
10:00 - 11:00,0.0,0.63,0.63,0.0,0.63,1.9,0.63
11:00 - 12:00,1.27,0.0,0.63,3.8,0.63,1.27,0.63
12:00 - 13:00,1.27,1.27,0.0,0.63,0.63,0.63,0.63
13:00 - 14:00,0.63,0.63,0.0,0.63,0.63,0.63,0.0
14:00 - 15:00,0.63,0.63,1.9,1.9,0.0,0.0,0.63
15:00 - 16:00,0.0,1.9,0.63,0.63,0.63,1.9,1.9
16:00 - 17:00,1.27,0.63,1.27,0.63,0.63,1.27,1.27
17:00 - 18:00,0.63,1.27,0.63,0.0,0.63,0.0,1.27
18:00 - 19:00,1.27,1.27,1.27,0.63,0.0,1.27,1.27
19:00 - 20:00,0.0,0.63,1.27,0.0,0.0,0.63,0.0
20:00 - 21:00,1.27,0.63,0.0,1.27,0.0,1.9,0.63
21:00 - 22:00,0.63,0.63,0.63,0.0,1.9,0.63,0.63
22:00 - 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23:00 - 00:00,0.0,0.63,0.0,0.0,0.0,0.0,0.0
