 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,0,0,0,0,0
01:00 - 02:00,0,0,2,1,26,0,0
02:00 - 03:00,0,0,0,0,0,0,0
03:00 - 04:00,0,1,0,1,0,0,0
04:00 - 05:00,0,0,0,0,0,0,0
05:00 - 06:00,1,1,1,0,0,0,0
06:00 - 07:00,2,4,8,2,1,0,1
07:00 - 08:00,13,5,12,13,7,0,5
08:00 - 09:00,9,21,12,16,9,0,2
09:00 - 10:00,9,42,6,14,4,0,3
10:00 - 11:00,13,10,14,13,6,0,5
11:00 - 12:00,12,17,8,21,2,1,10
12:00 - 13:00,8,15,18,21,10,0,5
13:00 - 14:00,32,38,51,31,8,0,1
14:00 - 15:00,47,61,71,63,31,0,4
15:00 - 16:00,53,32,50,27,11,0,2
16:00 - 17:00,12,6,6,10,5,1,0
17:00 - 18:00,7,6,5,1,4,0,0
18:00 - 19:00,10,9,5,1,2,0,1
19:00 - 20:00,12,13,12,10,0,0,0
20:00 - 21:00,12,8,5,1,3,0,0
21:00 - 22:00,2,2,4,1,0,2,1
22:00 - 23:00,6,4,1,5,3,0,0
23:00 - 00:00,5,0,0,1,0,0,0
