 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,5,4,3,10,4,1
01:00 - 02:00,2,0,2,3,4,5,2
02:00 - 03:00,1,2,3,2,0,6,2
03:00 - 04:00,0,1,6,0,1,2,2
04:00 - 05:00,1,0,1,1,0,3,2
05:00 - 06:00,0,0,0,0,1,0,1
06:00 - 07:00,1,0,0,0,0,1,0
07:00 - 08:00,0,0,0,0,0,0,0
08:00 - 09:00,0,0,0,0,0,0,0
09:00 - 10:00,1,0,0,1,2,0,0
10:00 - 11:00,9,4,0,1,8,1,0
11:00 - 12:00,10,7,6,3,2,2,2
12:00 - 13:00,13,17,11,6,11,5,4
13:00 - 14:00,9,14,13,17,9,12,1
14:00 - 15:00,7,13,10,7,6,8,2
15:00 - 16:00,13,9,7,6,7,6,4
16:00 - 17:00,12,9,19,11,5,1,3
17:00 - 18:00,9,16,13,5,8,3,1
18:00 - 19:00,13,18,8,15,7,1,2
19:00 - 20:00,9,15,3,12,9,1,2
20:00 - 21:00,4,2,4,4,4,2,1
21:00 - 22:00,6,5,5,3,1,3,2
22:00 - 23:00,2,4,8,6,2,2,2
23:00 - 00:00,4,5,5,3,1,1,2
