 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.14,0.7,0.56,0.42,1.4,0.56,0.14
01:00 - 02:00,0.28,0.0,0.28,0.42,0.56,0.7,0.28
02:00 - 03:00,0.14,0.28,0.42,0.28,0.0,0.84,0.28
03:00 - 04:00,0.0,0.14,0.84,0.0,0.14,0.28,0.28
04:00 - 05:00,0.14,0.0,0.14,0.14,0.0,0.42,0.28
05:00 - 06:00,0.0,0.0,0.0,0.0,0.14,0.0,0.14
06:00 - 07:00,0.14,0.0,0.0,0.0,0.0,0.14,0.0
07:00 - 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:00 - 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:00 - 10:00,0.14,0.0,0.0,0.14,0.28,0.0,0.0
10:00 - 11:00,1.26,0.56,0.0,0.14,1.12,0.14,0.0
11:00 - 12:00,1.4,0.98,0.84,0.42,0.28,0.28,0.28
12:00 - 13:00,1.82,2.38,1.54,0.84,1.54,0.7,0.56
13:00 - 14:00,1.26,1.96,1.82,2.38,1.26,1.68,0.14
14:00 - 15:00,0.98,1.82,1.4,0.98,0.84,1.12,0.28
15:00 - 16:00,1.82,1.26,0.98,0.84,0.98,0.84,0.56
16:00 - 17:00,1.68,1.26,2.66,1.54,0.7,0.14,0.42
17:00 - 18:00,1.26,2.24,1.82,0.7,1.12,0.42,0.14
18:00 - 19:00,1.82,2.52,1.12,2.1,0.98,0.14,0.28
19:00 - 20:00,1.26,2.1,0.42,1.68,1.26,0.14,0.28
20:00 - 21:00,0.56,0.28,0.56,0.56,0.56,0.28,0.14
21:00 - 22:00,0.84,0.7,0.7,0.42,0.14,0.42,0.28
22:00 - 23:00,0.28,0.56,1.12,0.84,0.28,0.28,0.28
23:00 - 00:00,0.56,0.7,0.7,0.42,0.14,0.14,0.28
