 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,58,202,220,161,188,279,39
01:00 - 02:00,56,131,136,138,134,237,31
02:00 - 03:00,74,127,109,144,97,90,35
03:00 - 04:00,94,126,105,118,120,82,35
04:00 - 05:00,68,153,145,130,110,90,52
05:00 - 06:00,61,148,145,134,122,71,38
06:00 - 07:00,63,117,111,116,112,58,39
07:00 - 08:00,53,73,100,99,68,43,23
08:00 - 09:00,61,56,67,70,45,35,21
09:00 - 10:00,61,73,43,65,40,23,29
10:00 - 11:00,43,56,60,64,45,17,22
11:00 - 12:00,24,42,33,49,31,18,20
12:00 - 13:00,44,44,53,36,43,28,21
13:00 - 14:00,61,61,66,50,65,31,37
14:00 - 15:00,64,105,91,67,60,40,51
15:00 - 16:00,115,116,133,110,83,50,43
16:00 - 17:00,165,215,163,156,167,43,38
17:00 - 18:00,198,205,222,217,244,63,26
18:00 - 19:00,200,221,274,220,220,51,32
19:00 - 20:00,310,223,243,189,227,46,42
20:00 - 21:00,193,239,262,178,195,66,45
21:00 - 22:00,257,264,250,213,207,55,111
22:00 - 23:00,222,250,284,270,267,61,72
23:00 - 00:00,193,236,281,214,209,41,32
