 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.49,0.52,0.49,0.45,0.32,0.32,0.23
01:00 - 02:00,0.65,1.4,1.4,0.88,1.49,0.45,0.42
02:00 - 03:00,1.27,1.49,1.23,1.49,0.84,0.19,0.36
03:00 - 04:00,1.04,1.14,1.4,1.2,1.07,0.45,0.26
04:00 - 05:00,0.81,0.49,1.4,0.71,0.97,0.68,0.16
05:00 - 06:00,1.2,1.49,1.27,1.36,1.23,0.78,0.55
06:00 - 07:00,1.2,1.59,1.14,1.43,1.17,0.45,0.68
07:00 - 08:00,1.3,1.23,1.14,1.14,1.56,1.14,0.55
08:00 - 09:00,0.71,1.23,1.3,1.14,0.58,0.42,0.32
09:00 - 10:00,0.97,0.91,1.07,0.71,1.04,0.23,0.26
10:00 - 11:00,0.29,0.42,0.36,0.62,0.62,0.39,0.23
11:00 - 12:00,0.39,0.23,0.39,0.36,0.42,0.1,0.65
12:00 - 13:00,0.42,0.39,0.29,0.29,0.42,0.23,0.13
13:00 - 14:00,0.58,0.49,0.58,0.62,0.23,0.26,0.26
14:00 - 15:00,0.91,0.39,0.65,0.78,0.62,0.36,0.32
15:00 - 16:00,0.49,0.68,0.75,0.49,0.49,0.42,0.65
16:00 - 17:00,0.81,0.58,0.39,0.78,0.52,0.45,0.42
17:00 - 18:00,0.62,0.45,0.29,0.78,0.36,0.58,0.26
18:00 - 19:00,0.36,0.45,0.39,0.26,0.13,0.26,0.42
19:00 - 20:00,0.39,0.32,0.23,0.16,0.16,0.26,0.19
20:00 - 21:00,0.19,0.26,0.39,0.42,0.13,0.13,0.13
21:00 - 22:00,0.1,0.23,0.23,0.45,0.19,0.1,0.0
22:00 - 23:00,0.26,0.36,0.29,0.13,0.45,0.42,0.19
23:00 - 00:00,0.16,0.13,0.55,0.39,0.23,0.52,0.29
