 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.16,0.4,0.16,0.36,0.0,0.0
01:00 - 02:00,0.04,0.76,0.2,0.36,0.28,0.0,0.0
02:00 - 03:00,0.44,0.96,0.16,0.24,0.48,0.12,0.0
03:00 - 04:00,0.56,0.84,0.48,0.56,0.6,0.04,0.0
04:00 - 05:00,0.92,0.76,0.68,0.52,0.76,0.0,0.0
05:00 - 06:00,0.52,0.68,0.4,0.48,0.76,0.04,0.12
06:00 - 07:00,0.36,0.6,0.68,0.6,0.8,0.2,0.04
07:00 - 08:00,0.52,0.6,0.48,0.72,0.72,0.12,0.0
08:00 - 09:00,1.0,1.24,1.12,0.44,0.64,0.16,0.12
09:00 - 10:00,1.28,2.2,1.84,1.8,1.4,0.24,0.12
10:00 - 11:00,1.44,2.56,2.72,1.92,2.68,0.24,0.2
11:00 - 12:00,1.4,2.24,2.2,2.16,1.96,0.12,0.12
12:00 - 13:00,0.92,1.8,1.2,1.28,0.76,0.24,0.16
13:00 - 14:00,0.92,0.72,1.4,1.16,0.68,0.0,0.24
14:00 - 15:00,1.32,0.88,1.52,1.08,0.76,0.24,0.28
15:00 - 16:00,1.6,0.84,1.36,1.0,1.12,0.08,0.12
16:00 - 17:00,0.76,0.76,1.16,0.88,0.84,0.12,0.2
17:00 - 18:00,0.4,0.92,0.44,0.88,0.8,0.24,0.12
18:00 - 19:00,0.28,0.68,0.6,0.48,0.72,0.28,0.28
19:00 - 20:00,0.04,0.36,0.28,0.48,0.08,0.2,0.2
20:00 - 21:00,0.2,0.08,0.36,0.24,0.16,0.2,0.16
21:00 - 22:00,0.16,0.32,0.52,0.24,0.44,0.08,0.24
22:00 - 23:00,0.32,0.28,0.52,0.44,0.12,0.0,0.12
23:00 - 00:00,0.2,0.08,0.24,0.08,0.0,0.0,0.04
