 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.11,0.18,0.28,0.22,0.24,0.15,0.01
01:00 - 02:00,0.15,0.37,0.26,0.48,0.31,0.12,0.12
02:00 - 03:00,0.32,1.58,0.3,0.56,0.34,0.19,0.11
03:00 - 04:00,0.4,0.53,0.53,0.37,0.19,0.22,0.13
04:00 - 05:00,0.29,0.2,0.38,0.16,0.18,0.09,0.36
05:00 - 06:00,0.26,0.14,0.33,0.14,0.13,0.1,0.13
06:00 - 07:00,0.19,0.11,0.21,0.29,0.21,0.02,0.05
07:00 - 08:00,0.38,0.24,0.32,0.28,0.18,0.07,0.06
08:00 - 09:00,0.44,0.25,0.29,0.26,0.15,0.06,0.14
09:00 - 10:00,0.37,0.46,0.37,0.34,0.24,0.32,0.15
10:00 - 11:00,0.4,0.37,0.51,0.22,0.44,0.25,0.25
11:00 - 12:00,0.52,0.38,0.56,0.55,0.63,0.58,0.29
12:00 - 13:00,0.73,0.72,0.69,0.68,0.83,0.48,0.64
13:00 - 14:00,1.17,1.06,1.05,1.3,1.22,0.36,0.48
14:00 - 15:00,1.73,1.81,1.76,1.48,2.35,0.35,0.42
15:00 - 16:00,1.36,1.45,1.33,1.88,1.35,0.21,0.42
16:00 - 17:00,1.18,0.94,1.03,1.19,0.82,0.29,0.48
17:00 - 18:00,0.66,1.22,0.93,0.79,0.89,0.31,1.08
18:00 - 19:00,1.29,1.61,1.91,1.08,1.14,0.33,0.35
19:00 - 20:00,1.34,1.54,1.43,1.24,0.83,0.19,0.21
20:00 - 21:00,0.9,1.33,0.93,0.89,1.03,0.19,0.17
21:00 - 22:00,0.99,1.03,1.14,0.71,0.48,0.15,0.33
22:00 - 23:00,0.84,0.5,4.72,0.86,0.44,0.12,0.19
23:00 - 00:00,0.32,0.43,0.34,0.45,0.51,0.09,0.22
